,Team,Name,Age,Position,Nation,Market Value,Left / Joined Club,Left / Joined Country,Transfer Fee,In or Out,season
311,Gefle IF,Erik Törnros,19,Centre-Forward,Sweden,75000,Brage,Sweden,loan transfer,out,2012
312,Atvidabergs FF,Mohammed Abubakari,26,Defensive Midfield,Ghana,25000,Doxa Dramas,Greece,free transfer,in,2012
313,Atvidabergs FF,Imad Zatara,27,Right Midfield,Palästina,0,Sanat Naft,Iran,free transfer,in,2012
314,Atvidabergs FF,Diego Silva,29,Centre-Forward,Brazil,0,Al-Muharraq,Bahrain,free transfer,in,2012
315,Atvidabergs FF,Martin Christensen,24,Right Midfield,Denmark,0,HB Köge,Denmark,0,in,2012
316,Atvidabergs FF,Alain Junior Ollé Ollé,25,Left Midfield,Cameroon,0,Varbergs BoIS,Sweden,"End of loanOct 10, 2012",in,2012
317,Atvidabergs FF,Magnus Eriksson,22,Attacking Midfield,Sweden,1000000,KAA Gent,Belgium,500000,out,2012
318,Atvidabergs FF,Christoffer Karlsson,24,Central Midfield,Sweden,0,Varbergs BoIS,Sweden,loan transfer,out,2012
319,Atvidabergs FF,Alain Junior Ollé Ollé,25,Left Midfield,Cameroon,0,Varbergs BoIS,Sweden,loan transfer,out,2012
320,Atvidabergs FF,Alain Junior Ollé Ollé,25,Left Midfield,Cameroon,0,No club,No country,0,out,2012
321,Syrianska FC,Christian Demirtas,28,Right-Back,Germany,0,Carl Zeiss Jena,Germany,free transfer,in,2012
322,Syrianska FC,Labinot Harbuzi,26,Attacking Midfield,Sweden,0,Manisaspor,Turkey,free transfer,in,2012
323,Syrianska FC,Osman Sow,23,Centre-Forward,Sweden,300000,Dacia,Moldova,free transfer,in,2012
324,Syrianska FC,Charbel Georges,18,Defensive Midfield,Sweden,125000,Arameisk SIF,Sweden,0,in,2012
325,Syrianska FC,Josef Ibrahim,21,Left Midfield,Sweden,75000,Örebro SK,Sweden,loan transfer,in,2012
326,Syrianska FC,Kevin Bisse,17,Left Midfield,Sweden,50000,Syrians. FC U19,Sweden,0,in,2012
327,Syrianska FC,Felix Michel Melki,18,Centre-Back,Lebanon,200000,Syrians. FC U19,Sweden,0,in,2012
328,Syrianska FC,Lasse Staw,24,Goalkeeper,Norway,0,Lillestrøm SK,Norway,free transfer,out,2012
329,Syrianska FC,Raby George,20,Central Midfield,Sweden,50000,Tar Heels,United States,free transfer,out,2012
330,Syrianska FC,Marcos Gondra,25,Defensive Midfield,Spain,50000,SD Balmaseda,Spain,free transfer,out,2012
331,Syrianska FC,Semir Mete,24,Attacking Midfield,Sweden,50000,Husqvarna,Sweden,loan transfer,out,2012
332,Syrianska FC,Obie Etie Ikechukwu,25,Centre-Forward,Nigeria,0,Syrianska IF,Sweden,loan transfer,out,2012
333,Syrianska FC,Matthew Mbuta,26,Left Midfield,Cameroon,50000,No club,No country,0,out,2012
334,AIK,Patrik Carlgren,21,Goalkeeper,Sweden,1000000,Brage,Sweden,0,in,2013
335,AIK,Ebenezer Ofori,18,Defensive Midfield,Ghana,400000,New Edubiase,Ghana,0,in,2013
336,AIK,Sauli Väisänen,20,Centre-Back,Finland,400000,FC Honka,Finland,0,in,2013
337,AIK,Anton Salétros,17,Central Midfield,Sweden,600000,AIK U19,Sweden,0,in,2013
338,AIK,Sal Jobarteh,20,Central Midfield,Sweden,0,AFC Eskilstuna,Sweden,"End of loanJun 30, 2013",in,2013
339,AIK,Christian Kouakou,18,Centre-Forward,Sweden,500000,Mjällby AIF,Sweden,"End of loanJun 4, 2013",in,2013
340,AIK,Sal Jobarteh,20,Central Midfield,Sweden,0,Dalkurd,Sweden,loan transfer,out,2013
341,AIK,Viktor Lundberg,22,Centre-Forward,Sweden,250000,Randers FC,Denmark,0,out,2013
342,AIK,Helgi Danielsson,32,Defensive Midfield,Iceland,25000,Belenenses SAD,Portugal,0,out,2013
343,AIK,Kwame Karikari,21,Centre-Forward,Ghana,200000,Balikesirspor,Turkey,loan transfer,out,2013
344,AIK,Daniel Gustafsson,22,Right Winger,Sweden,300000,Örebro SK,Sweden,loan transfer,out,2013
345,AIK,Lalawélé Atakora,22,Left Winger,Togo,300000,Balikesirspor,Turkey,loan transfer,out,2013
346,AIK,Edward Owusu,19,Defensive Midfield,Sweden,0,Kongsvinger,Norway,loan transfer,out,2013
347,AIK,Daniel Tjernström,39,Defensive Midfield,Sweden,0,No club,No country,0,out,2013
348,AIK,Christian Frealdsson,33,Goalkeeper,Sweden,0,No club,No country,0,out,2013
349,Malmö FF,Guillermo Molins,24,Centre-Forward,Sweden,200000,RSC Anderlecht,Belgium,150000,in,2013
350,Malmö FF,Johan Hammar,19,Centre-Back,Sweden,300000,Everton U21,England,free transfer,in,2013
351,Malmö FF,Erdal Rakip,17,Central Midfield,North Macedonia,900000,Malmö U19,Sweden,0,in,2013
352,Malmö FF,Filip Stenström,22,Left-Back,Sweden,0,Ängelholm,Sweden,"End of loanAug 6, 2013",in,2013
353,Malmö FF,Tokelo Rantie,22,Centre-Forward,South Africa,200000,Bournemouth,England,4000000,out,2013
354,Malmö FF,Filip Stenström,22,Left-Back,Sweden,0,Ängelholm,Sweden,0,out,2013
355,Helsingborgs IF,Arnór Smárason,24,Second Striker,Iceland,75000,Esbjerg fB,Denmark,free transfer,in,2013
356,Helsingborgs IF,Emmanuel Boateng,19,Left Midfield,Ghana,450000,UCSB Gauchos,United States,free transfer,in,2013
357,Helsingborgs IF,Måns Lagmark,19,Goalkeeper,Sweden,0,HIF Akademi,Sweden,free transfer,in,2013
358,Helsingborgs IF,Imad Khalili,26,Centre-Forward,Palästina,100000,Norrköping,Sweden,0,in,2013
359,Helsingborgs IF,Carl Johansson,19,Centre-Back,Sweden,600000,Helsingborg U19,Sweden,0,in,2013
360,Helsingborgs IF,Lucas Ohlander,20,Central Midfield,Sweden,200000,Brönshöj BK,Denmark,"End of loanJun 30, 2013",in,2013
361,Helsingborgs IF,Andreas Linde,19,Goalkeeper,Sweden,700000,Värnamo,Sweden,"End of loanJul 15, 2013",in,2013
362,Helsingborgs IF,Alejandro Bedoya,26,Central Midfield,United States,600000,FC Nantes,France,800000,out,2013
363,Helsingborgs IF,Lucas Ohlander,20,Central Midfield,Sweden,200000,Valur,Iceland,free transfer,out,2013
364,Helsingborgs IF,Andreas Linde,20,Goalkeeper,Sweden,700000,HIF Akademi,Sweden,loan transfer,out,2013
365,Helsingborgs IF,Elias Andersson,17,Central Midfield,Sweden,400000,HIF Akademi,Sweden,loan transfer,out,2013
366,Helsingborgs IF,Joseph Baffo,20,Centre-Back,Sweden,400000,Vålerenga,Norway,loan transfer,out,2013
367,Helsingborgs IF,Rachid Bouaouzan,29,Left Midfield,Netherlands,0,No club,No country,0,out,2013
368,IFK Göteborg,Lasse Vibe,26,Centre-Forward,Denmark,0,SönderjyskE,Denmark,650000,in,2013
369,IFK Göteborg,Darijan Bojanic,18,Defensive Midfield,Sweden,1200000,Östers IF,Sweden,0,in,2013
370,IFK Göteborg,David Moberg Karlsson,19,Right Winger,Sweden,2200000,Sunderland,England,1750000,out,2013
371,IFK Göteborg,Nordin Gerzic,29,Defensive Midfield,Sweden,100000,Örebro SK,Sweden,loan transfer,out,2013
372,Halmstads BK,Johan Mauritzson,19,Centre-Back,Sweden,75000,Halmstad U19,Sweden,0,in,2013
373,Halmstads BK,Anton Tideman,20,Left-Back,Sweden,275000,Oddevold,Sweden,free transfer,out,2013
374,Halmstads BK,Liridon Selmani,21,Centre-Forward,Albania,150000,Oddevold,Sweden,free transfer,out,2013
375,Halmstads BK,Anton Jonsson,20,Central Midfield,Sweden,25000,Älvsjö AIK,Sweden,free transfer,out,2013
376,Halmstads BK,Malkolm Nilsson Säfqvist,20,Goalkeeper,Sweden,350000,Lunds BK,Sweden,loan transfer,out,2013
377,Halmstads BK,Christian Järdler,31,Left-Back,Sweden,0,No club,No country,0,out,2013
378,Djurgardens IF,Aleksandar Prijovic,23,Centre-Forward,Serbia,1000000,FC Sion,Switzerland,200000,in,2013
379,Djurgardens IF,Haris Radetinac,27,Right Midfield,Bosnia-Herzegovina,200000,Mjällby AIF,Sweden,0,in,2013
380,Djurgardens IF,Marc Pedersen,23,Centre-Back,Denmark,0,FC Fredericia,Denmark,free transfer,out,2013
381,Djurgardens IF,Nahir Oyal,22,Right Midfield,Sweden,0,Syrianska FC,Sweden,loan transfer,out,2013
382,Djurgardens IF,Luis Solignac,22,Centre-Forward,Argentina,400000,IFK Mariehamn,Finland,loan transfer,out,2013
383,Örebro SK,Daniel Björnkvist,24,Right-Back,Sweden,150000,BK Forward,Sweden,0,in,2013
384,Örebro SK,Daniel Gustafsson,22,Right Winger,Sweden,300000,AIK,Sweden,loan transfer,in,2013
385,Örebro SK,Marcus Pode,27,Centre-Forward,Sweden,100000,Mjällby AIF,Sweden,loan transfer,in,2013
386,Örebro SK,Nordin Gerzic,29,Defensive Midfield,Sweden,100000,IFK Göteborg,Sweden,loan transfer,in,2013
387,Örebro SK,William Kvist,18,Right Midfield,Sweden,0,IFK Hässleholm,Sweden,loan transfer,in,2013
388,Örebro SK,Ludwig Bergström,30,Goalkeeper,Sweden,75000,No club,No country,0,in,2013
389,Örebro SK,Josef Ibrahim,22,Left Midfield,Sweden,75000,IFK Mariehamn,Finland,free transfer,out,2013
390,Örebro SK,Marcus Astvald,22,Second Striker,Sweden,100000,Degerfors,Sweden,0,out,2013
391,Örebro SK,Emil Berger,22,Central Midfield,Sweden,75000,Fylkir,Iceland,loan transfer,out,2013
392,IF Brommapojkarna,Jesper Karlström,18,Defensive Midfield,Sweden,1500000,IF Bromma U19,Sweden,0,in,2013
393,IF Brommapojkarna,Andreas Haddad,31,Centre-Forward,Sweden,0,Hammarby,Sweden,0,out,2013
394,IF Elfsborg,Mikkel Beckmann,29,Centre-Forward,Denmark,0,APOEL Nicosia,Cyprus,free transfer,in,2013
395,IF Elfsborg,David Elm,30,Centre-Forward,Sweden,0,Kalmar FF,Sweden,0,out,2013
396,IF Elfsborg,Per Frick,21,Centre-Forward,Sweden,1200000,Falkenberg,Sweden,loan transfer,out,2013
397,BK Häcken,Yago Fernández,25,Centre-Back,Portugal,0,AEK Athens,Greece,free transfer,in,2013
398,BK Häcken,Mikolaj Lebedynski,22,Centre-Forward,Poland,125000,Roda JC,Netherlands,free transfer,in,2013
399,BK Häcken,Carlos Strandberg,17,Centre-Forward,Sweden,2800000,Häcken U19,Sweden,0,in,2013
400,BK Häcken,Abdel Bouraima,20,Right Winger,Benin,75000,Örgryte,Sweden,loan transfer,out,2013
401,BK Häcken,Andrés Vásquez,25,Left Midfield,Sweden,0,No club,No country,0,out,2013
402,BK Häcken,Reuben Ayarna,27,Defensive Midfield,Ghana,50000,No club,No country,0,out,2013
403,Mjällby AIF,Kwame Bonsu,19,Central Midfield,Ghana,300000,Rosengård,Sweden,0,in,2013
404,Mjällby AIF,Hannes Sigurdsson,30,Centre-Forward,Iceland,0,Grödig,Austria,free transfer,out,2013
405,Mjällby AIF,Samuel Petrone,24,Centre-Forward,United States,0,Husqvarna,Sweden,loan transfer,out,2013
406,Mjällby AIF,Haris Radetinac,27,Right Midfield,Bosnia-Herzegovina,200000,Djurgarden,Sweden,0,out,2013
407,Mjällby AIF,Marcus Pode,27,Centre-Forward,Sweden,100000,Örebro SK,Sweden,loan transfer,out,2013
408,Mjällby AIF,Victor Nilsson,20,Right-Back,Sweden,100000,Jönköping,Sweden,loan transfer,out,2013
409,Mjällby AIF,Christian Kouakou,18,Centre-Forward,Sweden,500000,AIK,Sweden,"End of loanJun 4, 2013",out,2013
410,IFK Norrköping,Emir Kujovic,25,Centre-Forward,Sweden,300000,Elazigspor ,Turkey,free transfer,in,2013
411,IFK Norrköping,Joonas Tamm,21,Centre-Back,Estonia,500000,Sylvia,Sweden,loan transfer,out,2013
412,IFK Norrköping,Imad Khalili,26,Centre-Forward,Palästina,100000,Helsingborg,Sweden,0,out,2013
413,IFK Norrköping,Gunnar Heidar Thorvaldsson,31,Centre-Forward,Iceland,0,Konyaspor,Turkey,0,out,2013
414,Kalmar FF,Björnar Holmvik,28,Left-Back,Norway,0,Sandnes Ulf,Norway,0,in,2013
415,Kalmar FF,David Elm,30,Centre-Forward,Sweden,0,Elfsborg,Sweden,0,in,2013
416,Kalmar FF,Etrit Berisha,24,Goalkeeper,Albania,2200000,Lazio,Italy,400000,out,2013
417,Kalmar FF,Jörgen Skjelvik,22,Left-Back,Norway,400000,Rosenborg,Norway,0,out,2013
418,Kalmar FF,Daniel Mendes,32,Centre-Forward,Brazil,0,GAIS,Sweden,loan transfer,out,2013
419,Gefle IF,Joachim Adukor,21,Defensive Midfield,Ghana,250000,Trofense,Portugal,free transfer,out,2013
420,Gefle IF,Johan Svantesson,21,Centre-Forward,Sweden,0,No club,No country,0,out,2013
421,Falkenbergs FF,Matteo Blomqvist-Zampi,22,Centre-Forward,Sweden,0,Östers IF,Sweden,0,in,2013
422,Falkenbergs FF,Per Frick,21,Centre-Forward,Sweden,1200000,Elfsborg,Sweden,loan transfer,in,2013
423,Falkenbergs FF,Mac Johansson,20,Centre-Back,Sweden,25000,No club,No country,0,out,2013
424,Atvidabergs FF,Ricardo Santos,26,Centre-Forward,Brazil,300000,Sogndal IL,Norway,free transfer,in,2013
425,Atvidabergs FF,Christoffer Karlsson,25,Central Midfield,Sweden,0,Grebo IK,Sweden,free transfer,out,2013
426,Atvidabergs FF,Viktor Prodell,25,Centre-Forward,Sweden,150000,KV Mechelen,Belgium,0,out,2013
427,Atvidabergs FF,Tom Pettersson,23,Centre-Back,Sweden,650000,OH Leuven,Belgium,loan transfer,out,2013
428,Atvidabergs FF,Mattias Mete,26,Centre-Forward,Sweden,0,Syrianska FC,Sweden,loan transfer,out,2013
429,Malmö FF,Isaac Kiese Thelin,22,Centre-Forward,Sweden,2700000,Norrköping,Sweden,110000,in,2014
430,Malmö FF,Kári Árnason,32,Centre-Back,Iceland,50000,Rotherham,England,free transfer,in,2014
431,Malmö FF,Enoch Kofi Adu,23,Defensive Midfield,Ghana,300000,Club Brugge,Belgium,0,in,2014
432,Malmö FF,Agon Mehmeti,24,Centre-Forward,Albania,150000,US Palermo,Italy,0,in,2014
433,Malmö FF,Anton Tinnerholm,23,Right-Back,Sweden,2500000,Atvidaberg,Sweden,0,in,2014
434,Malmö FF,Piotr Johansson,19,Right Midfield,Sweden,400000,Malmö U21,Sweden,0,in,2014
435,Malmö FF,Pa Konate,20,Left-Back,Guinea,400000,Östers IF,Sweden,"End of loanJun 30, 2014",in,2014
436,Malmö FF,Miiko Albornoz,23,Left-Back,Chile,600000,Hannover 96,Germany,1500000,out,2014
437,Malmö FF,Pontus Jansson,23,Centre-Back,Sweden,5000000,Torino,Italy,free transfer,out,2014
438,Malmö FF,Jasmin Sudic,23,Centre-Back,Sweden,0,Mjällby AIF,Sweden,0,out,2014
439,Malmö FF,Mahmut Özen,25,Right-Back,Sweden,75000,K. Erciyesspor,Turkey,0,out,2014
440,Malmö FF,Petar Petrovic,18,Left Midfield,Sweden,250000,Radnicki Nis,Serbia,loan transfer,out,2014
441,AIK,Gabriel Ferreyra,20,Central Midfield,Argentina,25000,Boca Juniors II,Argentina,loan transfer,in,2014
442,AIK,Crespo Kamara,20,Centre-Forward,Sierra Leone,125000,Örebro SK,Sweden,"End of loanJun 30, 2013",in,2014
443,AIK,Kwame Karikari,22,Centre-Forward,Ghana,200000,Balikesirspor,Turkey,"End of loanJun 30, 2014",in,2014
444,AIK,Lalawélé Atakora,23,Left Winger,Togo,300000,Balikesirspor,Turkey,"End of loanJun 30, 2014",in,2014
445,AIK,Eero Markkanen,23,Centre-Forward,Finland,250000,RM Castilla,Spain,2300000,out,2014
446,AIK,Robin Quaison,20,Second Striker,Sweden,7500000,US Palermo,Italy,2000000,out,2014
447,AIK,Edward Owusu,20,Defensive Midfield,Sweden,0,Assyriska FF,Sweden,loan transfer,out,2014
448,AIK,Teteh Bangura,24,Centre-Forward,Sierra Leone,0,Bursaspor,Turkey,"End of loanAug 25, 2014",out,2014
449,IFK Göteborg,Sebastian Eriksson,26,Central Midfield,Sweden,400000,Cagliari Calcio,Italy,325000,in,2014
450,IFK Göteborg,Kenneth Zohore,20,Centre-Forward,Denmark,2000000,Fiorentina,Italy,loan transfer,in,2014
451,IFK Göteborg,Sören Rieks,27,Left Winger,Denmark,500000,NEC Nijmegen,Netherlands,0,in,2014
452,IFK Göteborg,Diego Calvo,23,Left Winger,Costa Rica,0,Vålerenga,Norway,loan transfer,in,2014
453,IFK Göteborg,Patrick Dyrestam,18,Centre-Back,Sweden,0,IFK U19,Sweden,0,in,2014
454,IFK Göteborg,Mattias Hugosson,40,Goalkeeper,Sweden,0,No club,No country,0,in,2014
455,IFK Göteborg,Sam Larsson,21,Left Winger,Sweden,3500000,Heerenveen,Netherlands,1500000,out,2014
456,IFK Göteborg,Darijan Bojanic,19,Defensive Midfield,Sweden,1200000,Helsingborg,Sweden,0,out,2014
457,IFK Göteborg,Robin Söder,23,Centre-Forward,Sweden,300000,Esbjerg fB,Denmark,0,out,2014
458,IFK Göteborg,Malick Mané,25,Centre-Forward,Senegal,0,Central Coast,Australia,loan transfer,out,2014
459,IFK Göteborg,Daniel Sobralense,31,Attacking Midfield,Brazil,0,Örebro SK,Sweden,loan transfer,out,2014
460,IFK Göteborg,Sebastian Eriksson,26,Central Midfield,Sweden,400000,Cagliari Calcio,Italy,"End of loanMay 25, 2015",out,2014
461,BK Häcken,Gunnar Heidar Thorvaldsson,32,Centre-Forward,Iceland,0,Konyaspor,Turkey,0,in,2014
462,BK Häcken,Richard Donkor,18,Right Midfield,Ghana,50000,Right to Dream,Ghana,loan transfer,in,2014
463,BK Häcken,Augustine Okrah,20,Attacking Midfield,Ghana,75000,Bechem United,Ghana,loan transfer,in,2014
464,BK Häcken,Egzon Binaku,19,Left-Back,Albania,150000,Häcken U19,Sweden,0,in,2014
465,BK Häcken,Sula Matovu,21,Left Winger,Uganda,75000,Al-Najaf FC,Iraq,0,out,2014
466,BK Häcken,Hosam Aiesh,19,Right Winger,Sweden,400000,Varbergs BoIS,Sweden,loan transfer,out,2014
467,BK Häcken,Mostapha El Kabir,25,Centre-Forward,Morocco,100000,Ahli,Saudi Arabia,,out,2014
468,Helsingborgs IF,Markus Holgersson,29,Centre-Back,Sweden,0,Wigan,England,free transfer,in,2014
469,Helsingborgs IF,Johan Martensson,25,Defensive Midfield,Sweden,300000,FC Utrecht,Netherlands,free transfer,in,2014
470,Helsingborgs IF,Mikael Dahlberg,29,Centre-Forward,Sweden,0,Apollon Smyrnis,Greece,free transfer,in,2014
471,Helsingborgs IF,Jordan Larsson,17,Centre-Forward,Sweden,14000000,Högaborg,Sweden,0,in,2014
472,Helsingborgs IF,Victor Pálsson,23,Defensive Midfield,Iceland,800000,NEC Nijmegen,Netherlands,0,in,2014
473,Helsingborgs IF,Darijan Bojanic,19,Defensive Midfield,Sweden,1200000,IFK Göteborg,Sweden,0,in,2014
474,Helsingborgs IF,Imad Khalili,27,Centre-Forward,Palästina,100000,Shabab,Saudi Arabia,"End of loanJun 30, 2014",in,2014
475,Helsingborgs IF,Rasmus Lindgren,20,Defensive Midfield,Sweden,0,Ängelholm,Sweden,"End of loanJul 28, 2014",in,2014
476,Helsingborgs IF,Måns Lagmark,19,Goalkeeper,Sweden,0,Eskilsminne,Sweden,loan transfer,out,2014
477,Helsingborgs IF,Rasmus Lindgren,20,Defensive Midfield,Sweden,0,HIF Akademi,Sweden,loan transfer,out,2014
478,Helsingborgs IF,Anton Kinnander,18,Centre-Forward,Sweden,0,HIF Akademi,Sweden,loan transfer,out,2014
479,Helsingborgs IF,Markus Holgersson,29,Centre-Back,Sweden,0,Anorthosis,Cyprus,0,out,2014
480,Helsingborgs IF,Daniel Nordmark,26,Right Midfield,Sweden,0,Örebro SK,Sweden,0,out,2014
481,Helsingborgs IF,Ardian Gashi,33,Central Midfield,Norway,0,Odds BK,Norway,0,out,2014
482,Helsingborgs IF,Abbe Khalili,22,Central Midfield,Sweden,1000000,Mersin IY,Turkey,0,out,2014
483,Helsingborgs IF,Loret Sadiku,22,Defensive Midfield,Albania,850000,Mersin IY,Turkey,0,out,2014
484,Helsingborgs IF,Imad Khalili,27,Centre-Forward,Palästina,100000,SH SIPG,China,0,out,2014
485,Helsingborgs IF,Mans Ekvall,19,Defensive Midfield,Sweden,125000,Örgryte,Sweden,loan transfer,out,2014
486,Helsingborgs IF,Gustav Jarl,19,Right-Back,Sweden,100000,Assyriska FF,Sweden,loan transfer,out,2014
487,IF Elfsborg,Tom Söderberg,26,Centre-Back,Sweden,0,Apollon Smyrnis,Greece,"End of loanJun 30, 2014",in,2014
488,IF Elfsborg,Niklas Hult,24,Left-Back,Sweden,700000,OGC Nice,France,800000,out,2014
489,IF Elfsborg,Tom Söderberg,26,Centre-Back,Sweden,0,Sogndal IL,Norway,loan transfer,out,2014
490,Djurgardens IF,Fredrik Stenman,31,Centre-Back,Sweden,0,Club Brugge,Belgium,free transfer,in,2014
491,Djurgardens IF,Sebastian Andersson,23,Centre-Forward,Sweden,4500000,Kalmar FF,Sweden,0,in,2014
492,Djurgardens IF,Xolani Mdaki,22,Defensive Midfield,South Africa,100000,Sundowns,South Africa,loan transfer,in,2014
493,Djurgardens IF,Nahir Oyal,23,Right Midfield,Sweden,0,Sanliurfaspor ,Turkey,"End of loanJun 30, 2014",in,2014
494,Djurgardens IF,Daniel Amartey,19,Centre-Back,Ghana,5000000,FC Copenhagen,Denmark,1800000,out,2014
495,Djurgardens IF,Aleksandar Prijovic,24,Centre-Forward,Serbia,1000000,Boluspor,Turkey,150000,out,2014
496,Djurgardens IF,Yussif Chibsah,30,Defensive Midfield,Ghana,0,Alanyaspor,Turkey,free transfer,out,2014
497,Djurgardens IF,Vytautas Andriuskevicius,23,Left-Back,Lithuania,0,SC Cambuur,Netherlands,free transfer,out,2014
498,Djurgardens IF,Erton Fejzullahu,26,Centre-Forward,Kosovo,300000,BJ Guoan,China,loan transfer,out,2014
499,IFK Norrköping,Marcus Sahlman,29,Goalkeeper,Sweden,0,Tromsø IL,Norway,free transfer,in,2014
500,IFK Norrköping,Mirza Halvadzic,18,Centre-Forward,Sweden,50000,Malmö U19,Sweden,free transfer,in,2014
501,IFK Norrköping,Isaac Kiese Thelin,22,Centre-Forward,Sweden,2700000,Malmö FF,Sweden,110000,out,2014
502,IFK Norrköping,Morten Skjönsberg,31,Centre-Back,Norway,0,Stabæk Fotball,Norway,free transfer,out,2014
503,IFK Norrköping,Gentrit Citaku,18,midfield,Sweden,0,Sylvia,Sweden,loan transfer,out,2014
504,IFK Norrköping,Mathias Florén,38,Left-Back,Sweden,0,Sylvia,Sweden,loan transfer,out,2014
505,IFK Norrköping,Armin Tankovic,24,Central Midfield,Sweden,0,Sirius,Sweden,0,out,2014
506,IFK Norrköping,Siim Luts,25,Left Winger,Estonia,150000,No club,No country,0,out,2014
507,Kalmar FF,Pär Ericsson,25,Centre-Forward,Sweden,0,RAEC Mons,Belgium,free transfer,in,2014
508,Kalmar FF,Marcus Nilsson,26,Centre-Back,Sweden,0,FC Utrecht,Netherlands,free transfer,in,2014
509,Kalmar FF,César Santin,33,Second Striker,Brazil,0,APOEL Nicosia,Cyprus,free transfer,in,2014
510,Kalmar FF,Mans Olström,18,Centre-Forward,Sweden,50000,Kalmar U19,Sweden,0,in,2014
511,Kalmar FF,Melker Hallberg,18,Central Midfield,Sweden,600000,Udinese Calcio,Italy,1500000,out,2014
512,Kalmar FF,Sebastian Andersson,23,Centre-Forward,Sweden,4500000,Djurgarden,Sweden,0,out,2014
513,Kalmar FF,Daniel Mendes,33,Centre-Forward,Brazil,0,Minnesota NASL,United States,0,out,2014
514,Kalmar FF,Archford Gutu,20,Defensive Midfield,Zimbabwe,50000,Värnamo,Sweden,loan transfer,out,2014
515,Kalmar FF,Marcus Nilsson,26,Centre-Back,Sweden,0,FC Utrecht,Netherlands,"End of loanJul 28, 2014",out,2014
516,Kalmar FF,Melvin Platje,25,Centre-Forward,Netherlands,275000,Neftchi Baku,Azerbaijan,"End of loanAug 1, 2014",out,2014
517,Hammarby IF,Linus Hallenius,25,Centre-Forward,Sweden,350000,FC Aarau,Switzerland,free transfer,in,2014
518,Hammarby IF,Lars Saetra,22,Centre-Back,Norway,400000,Strømsgodset,Norway,free transfer,in,2014
519,Hammarby IF,Marko Mihajlovic,27,Centre-Back,Bosnia-Herzegovina,10000,Syrianska FC,Sweden,free transfer,out,2014
520,Hammarby IF,Thomas Guldborg Christensen,31,Centre-Back,Denmark,0,Valur,Iceland,0,out,2014
521,Örebro SK,Mozart Surville,25,Centre-Forward,France,50000,Örebro Syr.,Sweden,free transfer,in,2014
522,Örebro SK,Daniel Nordmark,26,Right Midfield,Sweden,0,Helsingborg,Sweden,0,in,2014
523,Örebro SK,Daniel Sobralense,31,Attacking Midfield,Brazil,0,IFK Göteborg,Sweden,loan transfer,in,2014
524,Örebro SK,Eidur Aron Sigurbjörnsson,24,Centre-Back,Iceland,175000,ÍBV,Iceland,"End of loanAug 11, 2014",in,2014
525,Örebro SK,Shpetim Hasani,31,Centre-Forward,Kosovo,0,Gornik Leczna,Poland,free transfer,out,2014
526,Örebro SK,Eidur Aron Sigurbjörnsson,24,Centre-Back,Iceland,175000,Sandnes Ulf,Norway,loan transfer,out,2014
527,Örebro SK,Ludwig Bergström,30,Goalkeeper,Sweden,75000,No club,No country,0,out,2014
528,Örebro SK,Crespo Kamara,20,Centre-Forward,Sierra Leone,125000,AIK,Sweden,"End of loanJun 30, 2013",out,2014
529,Falkenbergs FF,Junaid Sait,21,Centre-Back,South Africa,100000,Milano United,South Africa,free transfer,in,2014
530,Falkenbergs FF,Patrik Ingelsten,32,Centre-Forward,Sweden,0,Mjällby AIF,Sweden,loan transfer,in,2014
531,Falkenbergs FF,Linus Andersson,19,Centre-Back,Sweden,50000,Falkenberg U19,Sweden,0,in,2014
532,Falkenbergs FF,Erik Zetterberg,18,Defensive Midfield,Sweden,125000,Falkenberg U19,Sweden,0,in,2014
533,Falkenbergs FF,Arben Ajdarevic,19,Central Midfield,Sweden,0,Sylvia,Sweden,loan transfer,out,2014
534,Falkenbergs FF,Tibor Joza,27,Centre-Back,Sweden,0,Östers IF,Sweden,loan transfer,out,2014
535,Falkenbergs FF,Felix Johansson,21,Centre-Back,Sweden,50000,Arendal Fotball,Norway,loan transfer,out,2014
536,Halmstads BK,Eric Smith,17,Defensive Midfield,Sweden,1200000,Halmstad U19,Sweden,0,in,2014
537,Halmstads BK,Joakim Wrele,23,Centre-Back,Sweden,50000,IL Hödd,Norway,"End of loanJul 14, 2014",in,2014
538,Halmstads BK,Kristoffer Thydell,21,Central Midfield,Sweden,0,Husqvarna,Sweden,loan transfer,out,2014
539,Halmstads BK,Joakim Wrele,23,Centre-Back,Sweden,50000,IL Hödd,Norway,0,out,2014
540,Gefle IF,Johan Bertilsson,26,Second Striker,Sweden,300000,Zaglebie Lubin,Poland,free transfer,in,2014
541,Gefle IF,Christoffer Aspgren,19,Right Midfield,Sweden,0,Gefle U19,Sweden,0,in,2014
542,Gefle IF,Zakaria Abdullai,24,Defensive Midfield,Ghana,0,Husqvarna,Sweden,free transfer,out,2014
543,Gefle IF,Oscar Karlsson,23,Centre-Forward,Sweden,0,Nyköping,Sweden,free transfer,out,2014
544,Gefle IF,Christoffer Wallander Ianev,19,Right-Back,Sweden,0,Maryland,United States,free transfer,out,2014
545,Atvidabergs FF,Emmanuel Boakye,29,Right-Back,Ghana,0,No club,No country,0,in,2014
546,Atvidabergs FF,Kenny Hildeby,18,Centre-Forward,Sweden,0,Atvidaberg U19,Sweden,0,in,2014
