,Team,Name,Age,Position,Nation,Market Value,Left / Joined Club,Left / Joined Country,Transfer Fee,In or Out,season
0,Odense Boldklub,Bashkim Kadrii,18,Left Winger,Denmark,600000,B.93,Denmark,200000,in,2010
1,Odense Boldklub,Jonas Troest,25,Centre-Back,Denmark,0,Konyaspor,Turkey,free transfer,in,2010
2,Odense Boldklub,Andreas Johansson,31,Central Midfield,Sweden,0,Aalborg BK,Denmark,free transfer,in,2010
3,Odense Boldklub,Henrik Toft,29,Centre-Forward,Denmark,0,HB Köge,Denmark,0,in,2010
4,Odense Boldklub,Kalilou Traoré,22,Defensive Midfield,Mali,0,NK Istra,Croatia,0,in,2010
5,Odense Boldklub,Daniel Höegh,19,Centre-Back,Denmark,700000,Odense BK U19,Denmark,0,in,2010
6,Odense Boldklub,Rasmus Falk,18,Central Midfield,Denmark,1500000,Odense BK U19,Denmark,0,in,2010
7,Odense Boldklub,Oliver Kirk Larsen,18,Centre-Back,Denmark,0,Odense BK U19,Denmark,0,in,2010
8,Odense Boldklub,Viljormur Davidsen,18,Left-Back,Faroe Islands,150000,Odense BK U19,Denmark,0,in,2010
9,Odense Boldklub,Emil Ousager,22,Goalkeeper,Denmark,0,Naesby BK,Denmark,"End of loanJun 30, 2010",in,2010
10,Odense Boldklub,Christian Kier,22,Goalkeeper,Denmark,0,Naesby BK,Denmark,free transfer,out,2010
11,Odense Boldklub,Jacob Mouritsen,23,Left Winger,Denmark,0,FC Svendborg,Denmark,free transfer,out,2010
12,Odense Boldklub,Mads Greve,20,Centre-Back,Denmark,250000,FC Fredericia,Denmark,free transfer,out,2010
13,Odense Boldklub,Jonas Troest,25,Centre-Back,Denmark,0,Konyaspor,Turkey,free transfer,out,2010
14,Odense Boldklub,Anders Jacobsen,20,Centre-Forward,Denmark,400000,Naestved BK,Denmark,free transfer,out,2010
15,Odense Boldklub,Henrik Hansen,31,Central Midfield,Denmark,0,SönderjyskE,Denmark,loan transfer,out,2010
16,Odense Boldklub,Esben Hansen,28,Defensive Midfield,Denmark,0,No club,No country,0,out,2010
17,Odense Boldklub,Viljormur Davidsen,19,Left-Back,Faroe Islands,150000,FC Fyn,Denmark,loan transfer,out,2010
18,FC Copenhagen,Sölvi Ottesen,26,Centre-Back,Iceland,100000,SönderjyskE,Denmark,1350000,in,2010
19,FC Copenhagen,Claudemir,22,Defensive Midfield,Brazil,900000,Vitesse,Netherlands,1000000,in,2010
20,FC Copenhagen,Christian Bolaños,26,Right Winger,Costa Rica,100000,IK Start,Norway,1000000,in,2010
21,FC Copenhagen,Kim Christensen,30,Goalkeeper,Denmark,0,IFK Göteborg,Sweden,400000,in,2010
22,FC Copenhagen,Sören Frederiksen,20,Left Winger,Denmark,0,SönderjyskE,Denmark,270000,in,2010
23,FC Copenhagen,Martin Bergvold,26,Defensive Midfield,Denmark,0,AS Livorno,Italy,free transfer,in,2010
24,FC Copenhagen,Kenneth Zohore,16,Centre-Forward,Denmark,2000000,Copenhagen U19,Denmark,0,in,2010
25,FC Copenhagen,Morten Nordstrand,27,Centre-Forward,Denmark,0,FC Groningen,Netherlands,"End of loanJun 30, 2010",in,2010
26,FC Copenhagen,Sören Frederiksen,21,Left Winger,Denmark,0,SönderjyskE,Denmark,"End of loanSep 1, 2010",in,2010
27,FC Copenhagen,Aílton,25,Centre-Forward,Brazil,125000,APOEL Nicosia,Cyprus,700000,out,2010
28,FC Copenhagen,Jesper Christiansen,32,Goalkeeper,Denmark,0,Elfsborg,Sweden,670000,out,2010
29,FC Copenhagen,Atiba Hutchinson,27,Central Midfield,Canada,600000,PSV Eindhoven,Netherlands,free transfer,out,2010
30,FC Copenhagen,Sören Frederiksen,20,Left Winger,Denmark,0,SönderjyskE,Denmark,loan transfer,out,2010
31,FC Copenhagen,Ulrik Laursen,34,Centre-Back,Denmark,0,No club,No country,0,out,2010
32,FC Copenhagen,Jacob Albrechtsen,20,Centre-Back,Denmark,0,KB (FCK II),Denmark,0,out,2010
33,Bröndby IF,Bruno Batata,25,Centre-Forward,Brazil,300000,JMalucelli,Brazil,loan transfer,in,2010
34,Bröndby IF,Brent McGrath,19,Centre-Forward,Australia,0,Bröndby IF U19,Denmark,0,in,2010
35,Bröndby IF,Beran Camili,19,Right Winger,Denmark,0,Bröndby IF U19,Denmark,0,in,2010
36,Bröndby IF,Pierre Kanstrup,21,Centre-Back,Denmark,300000,Lyngby BK,Denmark,"End of loanJun 30, 2010",in,2010
37,Bröndby IF,Stefán Gíslason,30,Defensive Midfield,Iceland,0,Viking FK,Norway,"End of loanAug 1, 2010",in,2010
38,Bröndby IF,Samuel Holmén,26,Central Midfield,Sweden,100000,Büyüksehir Bld,Turkey,1000000,out,2010
39,Bröndby IF,Jon Jönsson,26,Centre-Back,Sweden,100000,Elfsborg,Sweden,500000,out,2010
40,Bröndby IF,Jacob Berthelsen,23,Centre-Back,Denmark,0,FC Fredericia,Denmark,free transfer,out,2010
41,Lyngby BK,Jonas Henriksen,19,Centre-Back,Denmark,100000,Copenhagen U19,Denmark,free transfer,in,2010
42,Lyngby BK,Mikkel Hasling,18,Goalkeeper,Denmark,0,Copenhagen U19,Denmark,free transfer,in,2010
43,Lyngby BK,Morten Bertolt,26,Central Midfield,Denmark,0,SönderjyskE,Denmark,free transfer,in,2010
44,Lyngby BK,Mathias Tauber,25,Centre-Back,Denmark,0,Akademisk BK,Denmark,free transfer,in,2010
45,Lyngby BK,Emmanuel Ake,30,Second Striker,Kenya,0,No club,No country,0,in,2010
46,Lyngby BK,Esben Hansen,29,Defensive Midfield,Denmark,0,No club,No country,0,in,2010
47,Lyngby BK,Christopher Olczyk,19,Defensive Midfield,Denmark,0,Lyngby BK U19,Denmark,0,in,2010
48,Lyngby BK,Uffe Bech,17,Right Winger,Denmark,200000,Lyngby BK U19,Denmark,0,in,2010
49,Lyngby BK,Tino Valsö,20,Right-Back,Denmark,0,Lyngby BK II,Denmark,0,in,2010
50,Lyngby BK,Frederik Sörensen,18,Centre-Back,Denmark,650000,Lyngby BK U19,Denmark,0,in,2010
51,Lyngby BK,Rasmus Christiansen,20,Centre-Back,Denmark,150000,ÍBV,Iceland,"End of loanAug 31, 2010",in,2010
52,Lyngby BK,Morten Christiansen,32,Central Midfield,Denmark,0,No club,No country,free transfer,out,2010
53,Lyngby BK,Morten Andersen,-,attack,Denmark,0,BK Skjold,Denmark,free transfer,out,2010
54,Lyngby BK,Rasmus Christiansen,20,Centre-Back,Denmark,150000,ÍBV,Iceland,free transfer,out,2010
55,Lyngby BK,Stelian Trasborg,20,Left-Back,Bulgaria,0, Elite 3000,Denmark,free transfer,out,2010
56,Lyngby BK,Emil Scheel,20,Left Midfield,Denmark,100000,Aarhus GF II,Denmark,free transfer,out,2010
57,Lyngby BK,Christian Gytkjaer,20,Centre-Forward,Denmark,2500000,Nordsjaelland,Denmark,free transfer,out,2010
58,Lyngby BK,Frederik Sörensen,18,Centre-Back,Denmark,650000,Juventus,Italy,Loan fee:20000,out,2010
59,Lyngby BK,Nicolai Melchiorsen,26,Defensive Midfield,Denmark,0,No club,No country,0,out,2010
60,Lyngby BK,Pierre Kanstrup,21,Centre-Back,Denmark,300000,Bröndby IF,Denmark,"End of loanJun 30, 2010",out,2010
61,FC Midtjylland,Jakob Poulsen,27,Central Midfield,Denmark,0,Aarhus GF,Denmark,1000000,in,2010
62,FC Midtjylland,Kristian Bach Bak,27,Right-Back,Denmark,0,Heerenveen,Netherlands,500000,in,2010
63,FC Midtjylland,Kasper Jensen,27,Goalkeeper,Denmark,0,SC Paderborn,Germany,free transfer,in,2010
64,FC Midtjylland,Morten Nielsen,20,Centre-Forward,Denmark,100000,AZ Alkmaar U21,Netherlands,free transfer,in,2010
65,FC Midtjylland,Brian Priske,33,Right-Back,Denmark,0,Vejle BK,Denmark,loan transfer,in,2010
66,FC Midtjylland,Sly,19,Centre-Forward,Nigeria,1500000,IfS (FCM II),Denmark,0,in,2010
67,FC Midtjylland,Rasmus Christensen,18,Left Midfield,Denmark,150000,Midtjylland U19,Denmark,0,in,2010
68,FC Midtjylland,Jesper Lauridsen,19,Left-Back,Denmark,350000,Midtjylland U19,Denmark,0,in,2010
69,FC Midtjylland,George Florescu,26,Defensive Midfield,Romania,0,Spartak V-kavkaz,Russia,"End of loanJun 30, 2010",in,2010
70,FC Midtjylland,Ken Fagerberg,21,Centre-Forward,Sweden,0,Örgryte,Sweden,"End of loanJun 30, 2010",in,2010
71,FC Midtjylland,Winston Reid,22,Centre-Back,New Zealand,1500000,West Ham,England,4200000,out,2010
72,FC Midtjylland,Leon Jessen,24,Left-Back,Denmark,0,1.FC K'lautern,Germany,800000,out,2010
73,FC Midtjylland,George Florescu,26,Defensive Midfield,Romania,0,Spartak V-kavkaz,Russia,400000,out,2010
74,FC Midtjylland,Kolja Afriyie,28,Right-Back,Germany,0,Energie Cottbus,Germany,200000,out,2010
75,FC Midtjylland,Martin Raska,33,Goalkeeper,Czech Republic,0,Spartak Trnava,Slovakia,free transfer,out,2010
76,FC Midtjylland,Jude Nworuh,21,Centre-Forward,Nigeria,200000,FC Fredericia,Denmark,loan transfer,out,2010
77,FC Midtjylland,Baba Collins,21,Second Striker,Nigeria,300000,Spartak V-kavkaz,Russia,loan transfer,out,2010
78,Aalborg BK,Nicolai Larsen,19,Goalkeeper,Denmark,400000,Lyngby BK U19,Denmark,0,in,2010
79,Aalborg BK,Dickson Nwakaeme,24,Centre-Forward,Nigeria,300000,FC Oulun Pallo,Finland,loan transfer,in,2010
80,Aalborg BK,Jones Kusi-Asare,30,Centre-Forward,Sweden,0,Esbjerg fB,Denmark,loan transfer,in,2010
81,Aalborg BK,Denis Dedovic,18,Centre-Back,Denmark,0,Aalborg BK U19,Denmark,0,in,2010
82,Aalborg BK,Tobias Örtoft,18,Centre-Back,Denmark,25000,Aalborg BK U19,Denmark,0,in,2010
83,Aalborg BK,Kasper Kusk,18,Right Winger,Denmark,700000,Aalborg BK U19,Denmark,0,in,2010
84,Aalborg BK,Nicklas Helenius,19,Centre-Forward,Denmark,350000,Aalborg BK U19,Denmark,0,in,2010
85,Aalborg BK,Michael Jakobsen,24,Centre-Back,Denmark,300000,UD Almería,Spain,1000000,out,2010
86,Aalborg BK,Andreas Johansson,31,Central Midfield,Sweden,0,Odense BK,Denmark,free transfer,out,2010
87,Aalborg BK,Michael Sten,20,Centre-Back,Denmark,25000,Ventura County,United States,free transfer,out,2010
88,Aalborg BK,Anders Due,28,Left Midfield,Denmark,0,Nordsjaelland,Denmark,loan transfer,out,2010
89,Aalborg BK,Abbas Hassan,25,Goalkeeper,Lebanon,0,Elfsborg,Sweden,"End of loanJun 30, 2010",out,2010
90,Silkeborg IF,Jesper Mikkelsen,30,Centre-Back,Denmark,0,Troyes,France,free transfer,in,2010
91,Silkeborg IF,Christopher Mannie,20,Right Midfield,Denmark,0,Silkeborg IF Yo,Denmark,0,in,2010
92,Silkeborg IF,Simon Skibsted,18,Left Winger,Denmark,50000,Silkeborg U19,Denmark,0,in,2010
93,Silkeborg IF,Simon Azoulay Pedersen,27,Centre-Forward,Denmark,0,FC Fyn,Denmark,free transfer,out,2010
94,Silkeborg IF,Christian Thyboe-Thomsen,22,Centre-Back,Denmark,0,Skive IK,Denmark,0,out,2010
95,Silkeborg IF,Abderrahman Kabous,27,Defensive Midfield,Morocco,0,No club,No country,0,out,2010
96,AC Horsens,Allan Jepsen,32,Left Midfield,Denmark,0,Alem. Aachen,Germany,free transfer,in,2010
97,AC Horsens,Martin Retov,30,Central Midfield,Denmark,0,Hansa Rostock,Germany,free transfer,in,2010
98,AC Horsens,Kenan Hajdarevic,20,Centre-Forward,Denmark,100000,FC Fredericia,Denmark,free transfer,in,2010
99,AC Horsens,Mads Agesen,27,Centre-Back,Denmark,0,FC Fredericia,Denmark,0,in,2010
100,AC Horsens,Lasse Kryger,27,Right Midfield,Denmark,0,FC Fredericia,Denmark,0,in,2010
101,AC Horsens,Christian Madsen,19,Left-Back,Denmark,0,AC Horsens U19,Denmark,0,in,2010
102,AC Horsens,André Bjerregaard,18,Centre-Forward,Denmark,100000,AC Horsens U19,Denmark,0,in,2010
103,AC Horsens,Frederik Rönnow,18,Goalkeeper,Denmark,2500000,AC Horsens U19,Denmark,0,in,2010
104,AC Horsens,Hamza Kizil,20,Centre-Back,Turkey,0,Horsens FS,Denmark,0,in,2010
105,AC Horsens,Marc Maze,21,Left-Back,Denmark,0,Brabrand IF,Denmark,"End of loanJun 30, 2010",in,2010
106,AC Horsens,Adam Eckersley,24,Left-Back,England,0,Aarhus GF,Denmark,free transfer,out,2010
107,AC Horsens,Sören Friis,33,Left Midfield,Denmark,0,FC Fredericia,Denmark,free transfer,out,2010
108,AC Horsens,Martin Laustsen,28,Centre-Forward,Denmark,0,Brabrand IF,Denmark,free transfer,out,2010
109,AC Horsens,Marc Maze,21,Left-Back,Denmark,0,B1908 Amager,Denmark,free transfer,out,2010
110,AC Horsens,Casper Johansen,21,Centre-Forward,Denmark,0,Kolding FC,Denmark,loan transfer,out,2010
111,AC Horsens,Allan Sögaard,32,Central Midfield,Denmark,0,No club,No country,0,out,2010
112,AC Horsens,Troels Klöve,19,Central Midfield,Denmark,400000,Horsens Youth,Denmark,0,out,2010
113,FC Nordsjaelland,Christian Gytkjaer,20,Centre-Forward,Denmark,2500000,Lyngby BK,Denmark,free transfer,in,2010
114,FC Nordsjaelland,Mathias Nielsen,19,Centre-Back,Denmark,300000,HB Köge U19,Denmark,free transfer,in,2010
115,FC Nordsjaelland,Enoch Kofi Adu,19,Defensive Midfield,Ghana,350000,OGC Nice,France,free transfer,in,2010
116,FC Nordsjaelland,Anders Due,28,Left Midfield,Denmark,0,Aalborg BK,Denmark,loan transfer,in,2010
117,FC Nordsjaelland,David Jensen,18,Goalkeeper,Denmark,600000,Nordsjaell. U19,Denmark,0,in,2010
118,FC Nordsjaelland,Jonas Hebo Rasmussen,18,Centre-Forward,Denmark,100000,Nordsjaell. U19,Denmark,0,in,2010
119,FC Nordsjaelland,Mikkel Knudstrup,18,Left-Back,Denmark,150000,Nordsjaell. U19,Denmark,0,in,2010
120,FC Nordsjaelland,Nicki Bille Nielsen,22,Centre-Forward,Denmark,250000,Villarreal,Spain,1750000,out,2010
121,FC Nordsjaelland,Sibusiso Zuma,35,Centre-Forward,South Africa,0,Vasco Da Gama,South Africa,free transfer,out,2010
122,FC Nordsjaelland,Philip Rasmussen,21,Central Midfield,Denmark,100000,Viborg FF,Denmark,free transfer,out,2010
123,FC Nordsjaelland,Benjamin Kibebe,28,Centre-Back,Sweden,0,FC Luzern,Switzerland,0,out,2010
124,FC Nordsjaelland,Nenad Novakovic,28,Goalkeeper,Serbia,0,No club,No country,0,out,2010
125,FC Nordsjaelland,Andrew Busuulwa,20,Centre-Forward,Denmark,0,No club,No country,0,out,2010
126,Esbjerg fB,Arnór Smárason,21,Second Striker,Iceland,75000,Heerenveen,Netherlands,free transfer,in,2010
127,Esbjerg fB,Fredrik Risp,29,Centre-Back,Sweden,0,IFK Göteborg,Sweden,free transfer,in,2010
128,Esbjerg fB,Tommy Ladefoged,19,Goalkeeper,Denmark,0,Esbjerg Youth,Denmark,0,in,2010
129,Esbjerg fB,Steven Somers,19,Right-Back,Denmark,0,Esbjerg fB U19,Denmark,0,in,2010
130,Esbjerg fB,Dennis Kloser,19,Attacking Midfield,Austria,0,Esbjerg fB U19,Denmark,0,in,2010
131,Esbjerg fB,Gunnar Heidar Thorvaldsson,28,Centre-Forward,Iceland,0,Reading,England,"End of loanJun 30, 2010",in,2010
132,Esbjerg fB,Morten Christensen,31,Centre-Back,Denmark,0,Naesby BK,Denmark,free transfer,out,2010
133,Esbjerg fB,Peter Ankersen,19,Right-Back,Denmark,1500000,Vejle BK,Denmark,free transfer,out,2010
134,Esbjerg fB,Andréas Klarström,32,Right-Back,Sweden,0,Elfsborg,Sweden,free transfer,out,2010
135,Esbjerg fB,Niels-Peter Mörck,20,Central Midfield,Denmark,0,Varde IF,Denmark,free transfer,out,2010
136,Esbjerg fB,Mikael Rynell,28,Central Midfield,Sweden,50000,Vejle BK,Denmark,loan transfer,out,2010
137,Esbjerg fB,Gunnar Heidar Thorvaldsson,28,Centre-Forward,Iceland,0,Fredrikstad,Norway,loan transfer,out,2010
138,Esbjerg fB,Jones Kusi-Asare,30,Centre-Forward,Sweden,0,Aalborg BK,Denmark,loan transfer,out,2010
139,Randers FC,Jonas Kamper,27,Right Midfield,Denmark,0,Arm. Bielefeld,Germany,free transfer,in,2010
140,Randers FC,David Ousted,25,Goalkeeper,Denmark,400000,SönderjyskE,Denmark,0,in,2010
141,Randers FC,Marc Pedersen,21,Centre-Back,Denmark,0,Vejle BK,Denmark,loan transfer,in,2010
142,Randers FC,Ousmane Sarr,23,Left Midfield,Senegal,0,No club,No country,0,in,2010
143,Randers FC,Marc Nygaard,33,Centre-Forward,Denmark,0,Unterhaching,Germany,free transfer,out,2010
144,Randers FC,Michael Byskov,22,Left Midfield,Denmark,50000,FC Hjörring,Denmark,free transfer,out,2010
145,Randers FC,Nicolas Bögild,22,Centre-Forward,Denmark,75000,Skive IK,Denmark,free transfer,out,2010
146,Randers FC,Kevin Stuhr-Ellegaard,27,Goalkeeper,Denmark,100000,Heerenveen,Netherlands,free transfer,out,2010
147,Randers FC,Nathan Coe,26,Goalkeeper,Australia,0,SönderjyskE,Denmark,0,out,2010
148,Randers FC,Jonas Brix-Damborg,25,Central Midfield,Denmark,0,Freja (RFC II),Denmark,0,out,2010
149,SönderjyskE,Jarl André Storbaek,31,Centre-Back,Norway,0,Panetolikos,Greece,free transfer,in,2010
150,SönderjyskE,Sören Frederiksen,20,Left Winger,Denmark,0,FC Copenhagen,Denmark,loan transfer,in,2010
151,SönderjyskE,Quincy Antipas,26,Second Striker,Zimbabwe,0,HB Köge,Denmark,0,in,2010
152,SönderjyskE,Arnar Darri Pétursson,19,Goalkeeper,Iceland,25000,FK Lyn,Norway,0,in,2010
153,SönderjyskE,Nathan Coe,26,Goalkeeper,Australia,0,Randers FC,Denmark,0,in,2010
154,SönderjyskE,Anders Nielsen,23,Centre-Back,Denmark,0,Aarhus GF,Denmark,loan transfer,in,2010
155,SönderjyskE,Henrik Hansen,31,Central Midfield,Denmark,0,Odense BK,Denmark,loan transfer,in,2010
156,SönderjyskE,Mustafa Kucukovic,23,Centre-Forward,Germany,0,No club,No country,0,in,2010
157,SönderjyskE,Jacob Tjörnelund,18,Left-Back,Denmark,200000,HFK (SE II),Denmark,0,in,2010
158,SönderjyskE,Sölvi Ottesen,26,Centre-Back,Iceland,100000,FC Copenhagen,Denmark,1350000,out,2010
159,SönderjyskE,Sören Frederiksen,20,Left Winger,Denmark,0,FC Copenhagen,Denmark,270000,out,2010
160,SönderjyskE,Henrik Ipsen,37,Goalkeeper,Denmark,0,Vejle BK,Denmark,free transfer,out,2010
161,SönderjyskE,Mads Petersen,18,Goalkeeper,Denmark,75000,Vestsjaelland,Denmark,free transfer,out,2010
162,SönderjyskE,Jesper Kristoffersen,26,Left-Back,Denmark,0,Avarta,Denmark,free transfer,out,2010
163,SönderjyskE,Frank Rust Nielsen,21,Left-Back,Denmark,0,Otterup B&IK,Denmark,free transfer,out,2010
164,SönderjyskE,Morten Bertolt,26,Central Midfield,Denmark,0,Lyngby BK,Denmark,free transfer,out,2010
165,SönderjyskE,Chris Sörensen,21,Centre-Forward,Denmark,0,No club,No country,free transfer,out,2010
166,SönderjyskE,Jesper Jensen,22,Defensive Midfield,Denmark,50000,Vejle BK,Denmark,0,out,2010
167,SönderjyskE,Jesper Kjaerulff,26,Right Winger,Denmark,0,Viborg FF,Denmark,0,out,2010
168,SönderjyskE,David Ousted,25,Goalkeeper,Denmark,400000,Randers FC,Denmark,0,out,2010
169,SönderjyskE,Martin Halle,28,Left-Back,Denmark,0,No club,No country,0,out,2010
170,SönderjyskE,Peter Lauridsen,21,Centre-Back,Denmark,50000,No club,No country,0,out,2010
171,SönderjyskE,Sören Frederiksen,21,Left Winger,Denmark,0,FC Copenhagen,Denmark,"End of loanSep 1, 2010",out,2010
172,FC Copenhagen,Pape Paté Diouf,25,Second Striker,Senegal,100000,Molde,Norway,2400000,in,2011
173,FC Copenhagen,Ragnar Sigurdsson,25,Centre-Back,Iceland,300000,IFK Göteborg,Sweden,800000,in,2011
174,FC Copenhagen,Christian Grindheim,27,Central Midfield,Norway,0,Heerenveen,Netherlands,750000,in,2011
175,FC Copenhagen,Cristian Gamboa,21,Right-Back,Costa Rica,700000,Fredrikstad,Norway,50000,in,2011
176,FC Copenhagen,Youssef Toutouh,18,Left Winger,Denmark,100000,Hvidovre,Denmark,free transfer,in,2011
177,FC Copenhagen,Lars Christian Jacobsen,31,Right-Back,Denmark,0,West Ham,England,free transfer,in,2011
178,FC Copenhagen,Johnny Thomsen,29,Right-Back,Denmark,0,SönderjyskE,Denmark,free transfer,in,2011
179,FC Copenhagen,Thobias Ndungu,18,Left-Back,Denmark,0,Copenhagen U19,Denmark,0,in,2011
180,FC Copenhagen,Peter Larsson,27,Centre-Back,Sweden,0,Helsingborg,Sweden,"End of loanAug 1, 2011",in,2011
181,FC Copenhagen,Sören Frederiksen,21,Left Winger,Denmark,0,SönderjyskE,Denmark,"End of loanJun 30, 2011",in,2011
182,FC Copenhagen,Morten Nordstrand,28,Centre-Forward,Denmark,0,Nordsjaelland,Denmark,"End of loanJun 30, 2011",in,2011
183,FC Copenhagen,Bryan Oviedo,21,Left-Back,Costa Rica,400000,Nordsjaelland,Denmark,"End of loanJun 30, 2011",in,2011
184,FC Copenhagen,William Kvist,26,Defensive Midfield,Denmark,0,VfB Stuttgart,Germany,3500000,out,2011
185,FC Copenhagen,Mikael Antonsson,30,Centre-Back,Sweden,0,Bologna,Italy,free transfer,out,2011
186,FC Copenhagen,Zdenek Pospech,32,Right-Back,Czech Republic,0,1.FSV Mainz 05,Germany,free transfer,out,2011
187,FC Copenhagen,Oscar Wendt,25,Left-Back,Sweden,600000,Bor. M'gladbach,Germany,free transfer,out,2011
188,FC Copenhagen,Thobias Ndungu,18,Left-Back,Denmark,0,Bodø/Glimt,Norway,loan transfer,out,2011
189,FC Copenhagen,Jesper Grönkjaer,33,Left Winger,Denmark,0,No club,No country,0,out,2011
190,FC Copenhagen,Danni Jensen,22,Right-Back,Denmark,0,No club,No country,0,out,2011
191,FC Copenhagen,Jos Hooiveld,28,Centre-Back,Netherlands,0,Celtic,Scotland,"End of loanJun 30, 2011",out,2011
192,Odense Boldklub,Tore Reginiussen,25,Centre-Back,Norway,0,FC Schalke 04,Germany,400000,in,2011
193,Odense Boldklub,Morten Skoubo,31,Centre-Forward,Denmark,0,FC Utrecht,Netherlands,free transfer,in,2011
194,Odense Boldklub,Jacob Schoop,22,Central Midfield,Denmark,250000,FC Fyn,Denmark,free transfer,in,2011
195,Odense Boldklub,Daniel Krog,20,Goalkeeper,Denmark,0,Otterup B&IK,Denmark,0,in,2011
196,Odense Boldklub,Djiby Fall,26,Centre-Forward,Senegal,0,Loko Moscow,Russia,loan transfer,in,2011
197,Odense Boldklub,Christian Sörensen,18,Left-Back,Denmark,350000,Odense BK U19,Denmark,0,in,2011
198,Odense Boldklub,Oliver Kirk Larsen,19,Centre-Back,Denmark,0,Odense BK II,Denmark,0,in,2011
199,Odense Boldklub,Timmi Johansen,24,Left-Back,Denmark,0,Viborg FF,Denmark,"End of loanJun 30, 2011",in,2011
200,Odense Boldklub,Oliver Feldballe,21,Left Midfield,Denmark,0,Randers FC,Denmark,free transfer,out,2011
201,Odense Boldklub,Emil Ousager,23,Goalkeeper,Denmark,0,Aarhus GF,Denmark,free transfer,out,2011
202,Odense Boldklub,Atle Roar Haland,33,Centre-Back,Norway,0,Aarhus GF,Denmark,0,out,2011
203,Odense Boldklub,Henrik Toft,30,Centre-Forward,Denmark,0,AC Horsens,Denmark,0,out,2011
204,Odense Boldklub,Jonas Troest,26,Centre-Back,Denmark,0,SönderjyskE,Denmark,loan transfer,out,2011
205,Odense Boldklub,Jonas Schmidt,29,attack,Denmark,0,No club,No country,0,out,2011
206,Bröndby IF,Mikkel Thygesen,26,Central Midfield,Denmark,0,FC Midtjylland,Denmark,free transfer,in,2011
207,Bröndby IF,Dennis Rommedahl,33,Right Winger,Denmark,0,Olympiacos,Greece,free transfer,in,2011
208,Bröndby IF,Oke Akpoveta,19,Centre-Forward,Nigeria,200000,Warri Wolves FC,Nigeria,0,in,2011
209,Bröndby IF,Femi,26,Defensive Midfield,Nigeria,0,FC Groningen,Netherlands,loan transfer,in,2011
210,Bröndby IF,Daniel Norouzi,19,Defensive Midfield,Denmark,150000,Bröndby IF U19,Denmark,0,in,2011
211,Bröndby IF,Mathias Gehrt,19,Attacking Midfield,Denmark,200000,Bröndby IF U19,Denmark,0,in,2011
212,Bröndby IF,Pierre Kanstrup,22,Centre-Back,Denmark,300000,Brönshöj BK,Denmark,"End of loanJun 30, 2011",in,2011
213,Bröndby IF,Stephan Andersen,29,Goalkeeper,Denmark,0,Évian,France,350000,out,2011
214,Bröndby IF,Daniel Wass,22,Central Midfield,Denmark,7000000,Benfica,Portugal,free transfer,out,2011
215,Bröndby IF,Beran Camili,20,Right Winger,Denmark,0,B.93,Denmark,free transfer,out,2011
216,Bröndby IF,Ousman Jallow,22,Centre-Forward,The Gambia,150000,C. Rizespor,Turkey,free transfer,out,2011
217,Bröndby IF,Pierre Kanstrup,22,Centre-Back,Denmark,300000,Brönshöj BK,Denmark,free transfer,out,2011
218,Bröndby IF,Mikkel Bischoff,29,Centre-Back,Denmark,0,Lyngby BK,Denmark,free transfer,out,2011
219,Bröndby IF,Nicolaj Agger,22,attack,Denmark,0,Djurgarden,Sweden,loan transfer,out,2011
220,Bröndby IF,Remco van der Schaaf,32,Centre-Back,Netherlands,0,Burnley,England,"End of loanJun 30, 2011",out,2011
221,Bröndby IF,Bruno Batata,26,Centre-Forward,Brazil,300000,JMalucelli,Brazil,"End of loanJun 30, 2011",out,2011
222,FC Midtjylland,Marc Möller,25,Centre-Back,Denmark,0,Lyngby BK,Denmark,free transfer,in,2011
223,FC Midtjylland,Kolja Afriyie,29,Right-Back,Germany,0,Energie Cottbus,Germany,free transfer,in,2011
224,FC Midtjylland,Tim Janssen,25,Centre-Forward,Netherlands,0,Esbjerg fB,Denmark,0,in,2011
225,FC Midtjylland,Morten Koch Nielsen,19,Centre-Back,Denmark,0,Midtjylland U19,Denmark,0,in,2011
226,FC Midtjylland,Jacob Olayemi Ogunleye,18,Central Midfield,Nigeria,0,Midtjylland U19,Denmark,0,in,2011
227,FC Midtjylland,Niklas Sögaard,19,Right-Back,Denmark,0,Midtjylland U19,Denmark,0,in,2011
228,FC Midtjylland,Semiu Oladiti,19,Attacking Midfield,Nigeria,0,IfS (FCM II),Denmark,0,in,2011
229,FC Midtjylland,Jude Nworuh,22,Centre-Forward,Nigeria,200000,FC Fredericia,Denmark,"End of loanJun 30, 2011",in,2011
230,FC Midtjylland,Baba Collins,22,Second Striker,Nigeria,300000,Dacia,Moldova,"End of loanJun 30, 2011",in,2011
231,FC Midtjylland,Ken Ilsö,24,Attacking Midfield,Denmark,0,F. Düsseldorf,Germany,"End of loanJun 30, 2011",in,2011
232,FC Midtjylland,Ken Ilsö,24,Attacking Midfield,Denmark,0,F. Düsseldorf,Germany,300000,out,2011
233,FC Midtjylland,Mikkel Thygesen,26,Central Midfield,Denmark,0,Bröndby IF,Denmark,free transfer,out,2011
234,FC Midtjylland,Baba Collins,22,Second Striker,Nigeria,300000,Ordabasy,Kazakhstan,loan transfer,out,2011
235,FC Midtjylland,Mads Hvilsom,18,Left Winger,Denmark,250000,Viborg FF,Denmark,loan transfer,out,2011
