,Team,Name,Age,Position,Nation,Market Value,Left / Joined Club,Left / Joined Country,Transfer Fee,In or Out,season
558,FC Nordsjaelland,David Jensen,21,Goalkeeper,Denmark,600000,Akademisk BK,Denmark,"End of loanJun 30, 2013",in,2013
559,FC Nordsjaelland,Seejou King,21,Left-Back,Denmark,100000,Sporting B,Portugal,"End of loanJun 30, 2013",in,2013
560,FC Nordsjaelland,Andreas Laudrup,22,Left Winger,Denmark,0,Saint-Étienne,France,"End of loanJun 30, 2013",in,2013
561,FC Nordsjaelland,Jacob Egeris,23,Centre-Back,Denmark,100000,Viborg FF,Denmark,"End of loanJun 30, 2013",in,2013
562,FC Nordsjaelland,Jores Okore,20,Centre-Back,Denmark,1400000,Aston Villa,England,4700000,out,2013
563,FC Nordsjaelland,Francisco Calvo,21,Centre-Back,Costa Rica,1200000,Herediano,Costa Rica,free transfer,out,2013
564,FC Nordsjaelland,Seejou King,21,Left-Back,Denmark,100000,Sporting B,Portugal,free transfer,out,2013
565,FC Nordsjaelland,João Pereira,23,Centre-Back,Portugal,75000,Vejle BK,Denmark,free transfer,out,2013
566,FC Nordsjaelland,Jacob Egeris,23,Centre-Back,Denmark,100000,Viborg FF,Denmark,0,out,2013
567,FC Nordsjaelland,Jesper Hansen,28,Goalkeeper,Denmark,250000,Évian,France,0,out,2013
568,FC Nordsjaelland,Conor O'Brien,24,Defensive Midfield,United States,0,Odense BK,Denmark,0,out,2013
569,FC Nordsjaelland,Mark Gundelach,21,Right-Back,Denmark,150000,SönderjyskE,Denmark,loan transfer,out,2013
570,FC Nordsjaelland,Thomas Villadsen,28,Goalkeeper,Denmark,0,AC Horsens,Denmark,loan transfer,out,2013
571,FC Nordsjaelland,Nicolai Stokholm,38,Central Midfield,Denmark,0,No club,No country,0,out,2013
572,FC Nordsjaelland,Joshua John,24,Left Winger,Aruba,250000,Twente FC,Netherlands,"End of loanJun 30, 2013",out,2013
573,Randers FC,Mads Agesen,30,Centre-Back,Denmark,0,AC Horsens,Denmark,free transfer,in,2013
574,Randers FC,Martin Svensson,23,Left Winger,Denmark,0,Silkeborg IF,Denmark,free transfer,in,2013
575,Randers FC,Viktor Lundberg,22,Centre-Forward,Sweden,250000,AIK,Sweden,0,in,2013
576,Randers FC,Djiby Fall,28,Centre-Forward,Senegal,0,Greuther Fürth,Germany,0,in,2013
577,Randers FC,Mikkel Andersen,24,Goalkeeper,Denmark,200000,Reading,England,loan transfer,in,2013
578,Randers FC,Nicolai Poulsen,19,Defensive Midfield,Denmark,800000,Freja (RFC II),Denmark,0,in,2013
579,Randers FC,Rasmus Hansen,27,Defensive Midfield,Denmark,0,SönderjyskE,Denmark,"End of loanJun 30, 2013",in,2013
580,Randers FC,Anders Egholm,30,Centre-Back,Denmark,0,Hobro IK,Denmark,free transfer,out,2013
581,Randers FC,Elfar Freyr Helgason,24,Centre-Back,Iceland,125000,Breidablik,Iceland,free transfer,out,2013
582,Randers FC,Christopher Geertsen,20,Central Midfield,Denmark,0,FC Fredericia,Denmark,free transfer,out,2013
583,Randers FC,Oliver Feldballe,23,Left Midfield,Denmark,0,SC Cambuur,Netherlands,free transfer,out,2013
584,Randers FC,Pierre Boya,29,Centre-Forward,Cameroon,275000,Penang,Malaysia,free transfer,out,2013
585,Randers FC,David Ousted,28,Goalkeeper,Denmark,400000,Vancouver,United States,free transfer,out,2013
586,Randers FC,Charlie Davies,27,Centre-Forward,United States,0,Revolution,United States,loan transfer,out,2013
587,Randers FC,Rasmus Hansen,27,Defensive Midfield,Denmark,0,Vejle BK,Denmark,loan transfer,out,2013
588,Randers FC,Remco van der Schaaf,34,Centre-Back,Netherlands,0,No club,No country,0,out,2013
589,Esbjerg fB,Mick van Buren,20,Right Winger,Netherlands,400000,Excelsior,Netherlands,free transfer,in,2013
590,Esbjerg fB,Jens Berthel Askou,30,Centre-Back,Denmark,0,Vejle BK,Denmark,0,in,2013
591,Esbjerg fB,Mohammed Fellah,24,Attacking Midfield,Norway,300000,Vålerenga,Norway,0,in,2013
592,Esbjerg fB,Jeppe Andersen,20,Central Midfield,Denmark,1000000,Vejle-Kolding,Denmark,0,in,2013
593,Esbjerg fB,Ryan Laursen,21,Right-Back,Denmark,400000,Lyngby BK,Denmark,0,in,2013
594,Esbjerg fB,Mushaga Bakenga,21,Centre-Forward,Norway,500000,Club Brugge,Belgium,loan transfer,in,2013
595,Esbjerg fB,Frederik Rönnow,20,Goalkeeper,Denmark,2500000,AC Horsens,Denmark,loan transfer,in,2013
596,Esbjerg fB,Pape Paté Diouf,27,Second Striker,Senegal,100000,FC Copenhagen,Denmark,loan transfer,in,2013
597,Esbjerg fB,Jacob Nielsen,18,Centre-Back,Denmark,50000,Esbjerg fB U19,Denmark,0,in,2013
598,Esbjerg fB,Jakob Andreasen,19,Right Midfield,Denmark,0,Esbjerg fB U19,Denmark,0,in,2013
599,Esbjerg fB,Jeppe Höjbjerg,18,Goalkeeper,Denmark,200000,Esbjerg fB U19,Denmark,0,in,2013
600,Esbjerg fB,Martin Braithwaite,22,Centre-Forward,Denmark,9000000,Toulouse,France,2000000,out,2013
601,Esbjerg fB,Jesper Lange,27,Centre-Forward,Denmark,0,Aarhus GF,Denmark,free transfer,out,2013
602,Esbjerg fB,Arnór Smárason,24,Second Striker,Iceland,75000,Helsingborg,Sweden,free transfer,out,2013
603,Esbjerg fB,Lukas Hradecky,23,Goalkeeper,Finland,6000000,Bröndby IF,Denmark,free transfer,out,2013
604,Esbjerg fB,Steffen Ernemann,31,Central Midfield,Denmark,0,Sarpsborg 08,Norway,free transfer,out,2013
605,Esbjerg fB,Nicolai Högh,29,Centre-Back,Denmark,0,Vålerenga,Norway,free transfer,out,2013
606,Esbjerg fB,Sebastian Andersen,24,Right Midfield,Denmark,0,Viborg FF,Denmark,0,out,2013
607,Esbjerg fB,Mikkel Agger,20,Centre-Forward,Denmark,250000,AC Horsens,Denmark,loan transfer,out,2013
608,Esbjerg fB,Steven Somers,21,Right-Back,Denmark,0,No club,No country,0,out,2013
609,Esbjerg fB,Kenneth Fabricius,31,Centre-Forward,Denmark,0,SönderjyskE,Denmark,"End of loanJun 30, 2013",out,2013
610,Esbjerg fB,Youssef Toutouh,20,Left Winger,Denmark,100000,FC Copenhagen,Denmark,"End of loanJun 30, 2013",out,2013
611,Aalborg BK,Rasmus Jönsson,23,Centre-Forward,Sweden,300000,VfL Wolfsburg,Germany,Loan fee:100000,in,2013
612,Aalborg BK,Anders Jacobsen,23,Centre-Forward,Denmark,400000,FC Fredericia,Denmark,70000,in,2013
613,Aalborg BK,Kasper Risgaard,30,Central Midfield,Denmark,0,Silkeborg IF,Denmark,free transfer,in,2013
614,Aalborg BK,Jakob Blaabjerg,18,Centre-Back,Denmark,0,Aalborg BK U19,Denmark,0,in,2013
615,Aalborg BK,Lukas Spalvis,18,Centre-Forward,Lithuania,125000,Aalborg BK U19,Denmark,0,in,2013
616,Aalborg BK,Christian Rye,19,Central Midfield,Denmark,100000,Aalborg BK U19,Denmark,0,in,2013
617,Aalborg BK,Andreas Bruhn,19,Right Midfield,Denmark,200000,Aalborg BK U19,Denmark,0,in,2013
618,Aalborg BK,Nicklas Helenius,22,Centre-Forward,Denmark,350000,Aston Villa,England,1500000,out,2013
619,Aalborg BK,Kayke Rodrigues,25,Centre-Forward,Brazil,600000,Paraná,Brazil,free transfer,out,2013
620,Aalborg BK,Rolf Toft,21,Centre-Forward,Denmark,50000,Vejle BK,Denmark,loan transfer,out,2013
621,Aalborg BK,Jeppe Curth,29,Centre-Forward,Denmark,0,FC Midtjylland,Denmark,loan transfer,out,2013
622,FC Midtjylland,Eyjólfur Hédinsson,28,Defensive Midfield,Iceland,75000,SönderjyskE,Denmark,free transfer,in,2013
623,FC Midtjylland,Jeppe Curth,29,Centre-Forward,Denmark,0,Aalborg BK,Denmark,loan transfer,in,2013
624,FC Midtjylland,Paul Onuachu,19,Centre-Forward,Nigeria,20000000,Midtjylland U19,Denmark,0,in,2013
625,FC Midtjylland,Jonas Gemmer,17,Central Midfield,Denmark,300000,Midtjylland U19,Denmark,0,in,2013
626,FC Midtjylland,Sonni Nattestad,18,Centre-Back,Faroe Islands,150000,Midtjylland U19,Denmark,0,in,2013
627,FC Midtjylland,Frederik Möller,19,Left-Back,Denmark,300000,Midtjylland U19,Denmark,0,in,2013
628,FC Midtjylland,Musefiu Ashiru,19,Left Winger,Nigeria,200000,Midtjylland U19,Denmark,0,in,2013
629,FC Midtjylland,Pione Sisto,18,Left Winger,Denmark,4500000,Midtjylland U19,Denmark,0,in,2013
630,FC Midtjylland,Mads Pedersen,20,Central Midfield,Denmark,0,Skive IK,Denmark,"End of loanJun 30, 2013",in,2013
631,FC Midtjylland,Rasmus Christensen,21,Left Midfield,Denmark,150000,Hobro IK,Denmark,"End of loanJun 30, 2013",in,2013
632,FC Midtjylland,Mads Albaek,23,Central Midfield,Denmark,350000,Stade Reims,France,600000,out,2013
633,FC Midtjylland,Kristijan Ipsa,27,Centre-Back,Croatia,0,Reggina,Italy,free transfer,out,2013
634,FC Midtjylland,Rasmus Christensen,21,Left Midfield,Denmark,150000,Hobro IK,Denmark,free transfer,out,2013
635,FC Midtjylland,Noah Olawale Ojuola,20,Centre-Back,Nigeria,100000,St.George's FC,Malta,free transfer,out,2013
636,FC Midtjylland,Santiago Villafañe,25,Defensive Midfield,Argentina,50000,Lyngby BK,Denmark,loan transfer,out,2013
637,FC Midtjylland,Morten Koch Nielsen,21,Centre-Back,Denmark,0,Lyngby BK,Denmark,loan transfer,out,2013
638,FC Midtjylland,Jesper Lauridsen,22,Left-Back,Denmark,350000,Hobro IK,Denmark,loan transfer,out,2013
639,FC Midtjylland,Mads Pedersen,20,Central Midfield,Denmark,0,Lyngby BK,Denmark,loan transfer,out,2013
640,FC Midtjylland,Frank Kristensen,37,Centre-Forward,Denmark,0,No club,No country,0,out,2013
641,FC Midtjylland,Kolja Afriyie,32,Right-Back,Germany,0,No club,No country,0,out,2013
642,Aarhus GF,Alexander Juel Andersen,22,Right-Back,Denmark,300000,AC Horsens,Denmark,260000,in,2013
643,Aarhus GF,Jesper Lange,27,Centre-Forward,Denmark,0,Esbjerg fB,Denmark,free transfer,in,2013
644,Aarhus GF,Mohammed Abu,21,Defensive Midfield,Ghana,400000,Man City,England,loan transfer,in,2013
645,Aarhus GF,Marcus Solberg,18,Centre-Forward,Denmark,0,AGF/Viby IF U19,Denmark,0,in,2013
646,Aarhus GF,Emil Scheel,23,Left Midfield,Denmark,100000,Silkeborg IF,Denmark,0,out,2013
647,Aarhus GF,Frans Putros,20,Centre-Back,Iraq,250000,Silkeborg IF,Denmark,loan transfer,out,2013
648,Aarhus GF,Atle Roar Haland,35,Centre-Back,Norway,0,No club,No country,0,out,2013
649,SönderjyskE,Bo Storm,26,Second Striker,Denmark,0,HB Köge,Denmark,free transfer,in,2013
650,SönderjyskE,Adama Guira,25,Central Midfield,Burkina Faso,200000,Dacia,Moldova,free transfer,in,2013
651,SönderjyskE,Ayoub Sörensen,25,Left Winger,Morocco,25000,Lyngby BK,Denmark,free transfer,in,2013
652,SönderjyskE,Julián Luque,21,Attacking Midfield,Spain,250000,Racing,Spain,free transfer,in,2013
653,SönderjyskE,Mark Gundelach,21,Right-Back,Denmark,150000,Nordsjaelland,Denmark,loan transfer,in,2013
654,SönderjyskE,Mikael Uhre,18,Centre-Forward,Denmark,2000000,SönderjyskE U19,Denmark,0,in,2013
655,SönderjyskE,Patrick Born,18,Goalkeeper,Denmark,0,SönderjyskE U19,Denmark,0,in,2013
656,SönderjyskE,Daniel Jensen,34,Central Midfield,Denmark,0,No club,No country,0,in,2013
657,SönderjyskE,Kenneth Fabricius,31,Centre-Forward,Denmark,0,Esbjerg fB,Denmark,"End of loanJun 30, 2013",in,2013
658,SönderjyskE,Lasse Vibe,26,Centre-Forward,Denmark,0,IFK Göteborg,Sweden,650000,out,2013
659,SönderjyskE,Eyjólfur Hédinsson,28,Defensive Midfield,Iceland,75000,FC Midtjylland,Denmark,free transfer,out,2013
660,SönderjyskE,Thomas Hansen,30,Centre-Back,Denmark,0,Brönshöj BK,Denmark,free transfer,out,2013
661,SönderjyskE,Gill Swerts,30,Right-Back,Belgium,0,NAC Breda,Netherlands,free transfer,out,2013
662,SönderjyskE,Rabiu Afolabi,33,Centre-Back,Nigeria,0,No club,No country,free transfer,out,2013
663,SönderjyskE,Kenan Hajdarevic,23,Centre-Forward,Denmark,100000,Jönköping,Sweden,loan transfer,out,2013
664,SönderjyskE,Rasmus Hansen,27,Defensive Midfield,Denmark,0,Randers FC,Denmark,"End of loanJun 30, 2013",out,2013
665,Bröndby IF,Martin Örnskov,27,Defensive Midfield,Denmark,0,Viking FK,Norway,650000,in,2013
666,Bröndby IF,Alexander Szymanowski,24,Left Winger,Argentina,400000,Recr. Huelva,Spain,Loan fee:500000,in,2013
667,Bröndby IF,Christian Nörgaard,19,Central Midfield,Denmark,3500000,Hamburger SV,Germany,350000,in,2013
668,Bröndby IF,Ferhan Hasani,23,Attacking Midfield,North Macedonia,300000,VfL Wolfsburg,Germany,350000,in,2013
669,Bröndby IF,Michael Almebäck,25,Centre-Back,Sweden,300000,Club Brugge,Belgium,230000,in,2013
670,Bröndby IF,Lebogang Phiri,18,Defensive Midfield,South Africa,1000000,Bidvest Wits J.,South Africa,free transfer,in,2013
671,Bröndby IF,Lukas Hradecky,23,Goalkeeper,Finland,6000000,Esbjerg fB,Denmark,free transfer,in,2013
672,Bröndby IF,Thomas Kahlenberg,30,Central Midfield,Denmark,0,VfL Wolfsburg,Germany,free transfer,in,2013
673,Bröndby IF,Kenneth Zohore,19,Centre-Forward,Denmark,2000000,Fiorentina,Italy,loan transfer,in,2013
674,Bröndby IF,Khalid Boulahrouz,31,Centre-Back,Netherlands,0,No club,No country,0,in,2013
675,Bröndby IF,Kristian Andersen,18,Left Midfield,Denmark,100000,Bröndby IF U19,Denmark,0,in,2013
676,Bröndby IF,Mads Nielsen,19,Centre-Back,Denmark,200000,Bröndby IF U19,Denmark,0,in,2013
677,Bröndby IF,Riza Durmisi,19,Left-Back,Denmark,700000,Bröndby IF U19,Denmark,0,in,2013
678,Bröndby IF,Patrick Da Silva,18,Left-Back,Denmark,400000,Bröndby IF U19,Denmark,0,in,2013
679,Bröndby IF,Frederik Holst,18,Central Midfield,Denmark,800000,Bröndby IF U19,Denmark,0,in,2013
680,Bröndby IF,Maikon Orellana,19,Second Striker,El Salvador,0,Bröndby IF U19,Denmark,0,in,2013
681,Bröndby IF,Franck Semou,20,Defensive Midfield,Denmark,100000,Bröndby Youth,Denmark,0,in,2013
682,Bröndby IF,Dario Dumic,21,Centre-Back,Bosnia-Herzegovina,800000,Bröndby Youth,Denmark,0,in,2013
683,Bröndby IF,Mathias Gehrt,21,Attacking Midfield,Denmark,200000,ADO Den Haag,Netherlands,100000,out,2013
684,Bröndby IF,Clarence Goodson,31,Centre-Back,United States,0,Quakes,United States,free transfer,out,2013
685,Bröndby IF,Jens Stryger Larsen,22,Right-Back,Denmark,4000000,Nordsjaelland,Denmark,free transfer,out,2013
686,Bröndby IF,Jan Kristiansen,31,Central Midfield,Denmark,0,Vestsjaelland,Denmark,free transfer,out,2013
687,Bröndby IF,Dennis Rommedahl,34,Right Winger,Denmark,0,RKC Waalwijk,Netherlands,free transfer,out,2013
688,Bröndby IF,Anders Randrup,25,Right-Back,Denmark,0,AC Horsens,Denmark,free transfer,out,2013
689,Bröndby IF,Michael Törnes,27,Goalkeeper,Denmark,50000,Brönshöj BK,Denmark,loan transfer,out,2013
690,Bröndby IF,Daniel Norouzi,21,Defensive Midfield,Denmark,150000,Vejle BK,Denmark,loan transfer,out,2013
691,Bröndby IF,Brent McGrath,22,Centre-Forward,Australia,0,No club,No country,0,out,2013
692,Odense Boldklub,Martin Spelmann,26,Central Midfield,Denmark,100000,AC Horsens,Denmark,0,in,2013
693,Odense Boldklub,Ari Freyr Skúlason,26,Left-Back,Iceland,300000,GIF Sundsvall,Sweden,0,in,2013
694,Odense Boldklub,Jeppe Hansen,24,Centre-Forward,Denmark,100000,Naesby BK,Denmark,0,in,2013
695,Odense Boldklub,Conor O'Brien,24,Defensive Midfield,United States,0,Nordsjaelland,Denmark,0,in,2013
696,Odense Boldklub,Jacob Barrett Laursen,18,Left-Back,Denmark,700000,Juventus U19,Italy,loan transfer,in,2013
697,Odense Boldklub,Mos,25,Centre-Forward,Norway,300000,FC Copenhagen,Denmark,loan transfer,in,2013
698,Odense Boldklub,Dusan Djuric,28,Central Midfield,Sweden,100000,Valenciennes FC,France,loan transfer,in,2013
699,Odense Boldklub,Casper Radza,19,Goalkeeper,Denmark,75000,Odense BK U19,Denmark,0,in,2013
700,Odense Boldklub,Nicolai Jörgensen,20,Goalkeeper,Denmark,0,B.93,Denmark,free transfer,out,2013
701,Odense Boldklub,Christian Sörensen,20,Left-Back,Denmark,350000,Silkeborg IF,Denmark,free transfer,out,2013
702,Odense Boldklub,Jeppe Hansen,25,Centre-Forward,Denmark,100000,Stjarnan,Iceland,free transfer,out,2013
703,Odense Boldklub,Hannes Anier,20,Centre-Forward,Estonia,100000,No club,No country,0,out,2013
704,Odense Boldklub,Marcus Pedersen,23,Centre-Forward,Norway,225000,Vitesse,Netherlands,"End of loanJun 30, 2013",out,2013
705,Odense Boldklub,Michael Silberbauer,31,Central Midfield,Denmark,0,BSC Young Boys,Switzerland,"End of loanJun 30, 2013",out,2013
706,Viborg FF,Babajide Ogunbiyi,26,Centre-Back,United States,0,Vendsyssel FF,Denmark,70000,in,2013
707,Viborg FF,Kristoffer Pallesen,23,Right-Back,Denmark,350000,Hobro IK,Denmark,free transfer,in,2013
708,Viborg FF,Michal Peskovic,31,Goalkeeper,Slovakia,50000,Ruch Chorzow,Poland,free transfer,in,2013
709,Viborg FF,Jacob Egeris,23,Centre-Back,Denmark,100000,Nordsjaelland,Denmark,0,in,2013
710,Viborg FF,Lukas Lerager,20,Central Midfield,Denmark,3000000,Akademisk BK,Denmark,0,in,2013
711,Viborg FF,Sebastian Andersen,24,Right Midfield,Denmark,0,Esbjerg fB,Denmark,0,in,2013
712,Viborg FF,Marcel Römer,22,Central Midfield,Denmark,300000,HB Köge,Denmark,0,in,2013
713,Viborg FF,Christopher Poulsen,31,Left-Back,Denmark,0,No club,No country,0,in,2013
714,Viborg FF,Mike Grella,26,Left Midfield,United States,0,No club,No country,0,in,2013
715,Viborg FF,Wílton Figueiredo,31,Second Striker,Brazil,0,No club,No country,0,in,2013
716,Viborg FF,Razak Pimpong,30,Right Midfield,Ghana,0,Ringköbing IF,Denmark,free transfer,out,2013
717,Viborg FF,Mads Lauritsen,20,Centre-Back,Denmark,350000,Thisted FC,Denmark,free transfer,out,2013
718,Viborg FF,Jens-Kristian Sörensen,26,Centre-Back,Denmark,0,Vendsyssel FF,Denmark,free transfer,out,2013
719,Viborg FF,Martin Hansen,23,Goalkeeper,Denmark,300000,Nordsjaelland,Denmark,free transfer,out,2013
720,Viborg FF,Kasper Stiller,25,Left-Back,Denmark,0,Jammerbugt FC,Denmark,free transfer,out,2013
721,Viborg FF,Mathias Gertsen,20,Central Midfield,Denmark,200000,Skive IK,Denmark,0,out,2013
722,Viborg FF,Tobias Perch-Nielsen,23,Centre-Forward,Denmark,0,Hobro IK,Denmark,loan transfer,out,2013
723,Viborg FF,Carlos Shiralipour,21,Central Midfield,Denmark,0,No club,No country,0,out,2013
724,Viborg FF,Ousmane Sarr,27,Left Midfield,Senegal,0,No club,No country,0,out,2013
725,Viborg FF,Jacob Egeris,23,Centre-Back,Denmark,100000,Nordsjaelland,Denmark,"End of loanJun 30, 2013",out,2013
726,FC Vestsjaelland,Oliver Lund,22,Left-Back,Denmark,300000,Akademisk BK,Denmark,free transfer,in,2013
727,FC Vestsjaelland,Marc Dal Hende,22,Left-Back,Denmark,600000,Akademisk BK,Denmark,free transfer,in,2013
728,FC Vestsjaelland,Dennis Sörensen,32,Centre-Forward,Denmark,0,Energie Cottbus,Germany,free transfer,in,2013
729,FC Vestsjaelland,Jan Kristiansen,31,Central Midfield,Denmark,0,Bröndby IF,Denmark,free transfer,in,2013
730,FC Vestsjaelland,Marc Rochester Sörensen,20,Central Midfield,Denmark,250000,HB Köge,Denmark,free transfer,in,2013
731,FC Vestsjaelland,Michael Lumb,25,Left-Back,Denmark,200000,VfL Bochum,Germany,free transfer,in,2013
732,FC Vestsjaelland,Jens Rinke,23,Goalkeeper,Denmark,0,FC Fredericia,Denmark,free transfer,in,2013
733,FC Vestsjaelland,Joel Tshibamba,24,Centre-Forward,DR Congo,0,HN Jianye,China,free transfer,in,2013
734,FC Vestsjaelland,Mads Heidelbach Hansen,22,Right-Back,Denmark,0,FC Helsingör,Denmark,free transfer,out,2013
735,FC Vestsjaelland,Ansu Touré,32,Right Winger,Liberia,0,No club,No country,free transfer,out,2013
736,FC Vestsjaelland,Philip Rasmussen,24,Central Midfield,Denmark,100000,Lyngby BK,Denmark,free transfer,out,2013
737,FC Vestsjaelland,Casper Henningsen,27,Right Midfield,Denmark,0,Brönshöj BK,Denmark,free transfer,out,2013
738,FC Vestsjaelland,Netan Sansara,23,Centre-Back,England,25000,Boston Utd,England,free transfer,out,2013
739,FC Vestsjaelland,Danni König,26,Centre-Forward,Denmark,0,Brönshöj BK,Denmark,loan transfer,out,2013
740,FC Vestsjaelland,Nicolas Sandberg,21,Centre-Forward,Sweden,0,Vendsyssel FF,Denmark,loan transfer,out,2013
741,FC Vestsjaelland,Sören Berg,38,Right Winger,Denmark,0,No club,No country,0,out,2013
742,Aalborg BK,Rasmus Jönsson,24,Centre-Forward,Sweden,300000,VfL Wolfsburg,Germany,150000,in,2014
743,Aalborg BK,Mathias Thrane,20,Central Midfield,Denmark,150000,Hellerup IK,Denmark,0,in,2014
744,Aalborg BK,Thomas Enevoldsen,26,Second Striker,Denmark,175000,KV Mechelen,Belgium,loan transfer,in,2014
745,Aalborg BK,Nicklas Helenius,23,Centre-Forward,Denmark,350000,Aston Villa,England,loan transfer,in,2014
746,Aalborg BK,Donny Gorter,26,Left-Back,Netherlands,0,AZ Alkmaar,Netherlands,loan transfer,in,2014
747,Aalborg BK,Frederik Börsting,19,Right Midfield,Denmark,700000,Aalborg BK U19,Denmark,0,in,2014
748,Aalborg BK,Viktor Ahlmann,19,Centre-Forward,Denmark,100000,Aalborg BK U19,Denmark,0,in,2014
749,Aalborg BK,Kasper Kusk,22,Right Winger,Denmark,700000,Twente FC,Netherlands,600000,out,2014
750,Aalborg BK,Anders Due,32,Left Midfield,Denmark,0,Vestsjaelland,Denmark,free transfer,out,2014
751,Aalborg BK,Jeppe Curth,30,Centre-Forward,Denmark,0,Viborg FF,Denmark,free transfer,out,2014
752,Aalborg BK,Rolf Toft,21,Centre-Forward,Denmark,50000,Stjarnan,Iceland,free transfer,out,2014
753,Aalborg BK,Christian Rye,20,Central Midfield,Denmark,100000,Vendsyssel FF,Denmark,free transfer,out,2014
754,Aalborg BK,Rasmus Jönsson,24,Centre-Forward,Sweden,300000,VfL Wolfsburg,Germany,"End of loanJun 30, 2014",out,2014
755,Bröndby IF,Daniel Agger,29,Centre-Back,Denmark,0,Liverpool,England,4000000,in,2014
756,Bröndby IF,Alexander Szymanowski,25,Left Winger,Argentina,400000,Recr. Huelva,Spain,1800000,in,2014
757,Bröndby IF,Elbasan Rashani,21,Left Winger,Kosovo,500000,Odds BK,Norway,720000,in,2014
758,Bröndby IF,Fredrik Berge,24,Centre-Back,Norway,0,Odds BK,Norway,600000,in,2014
759,Bröndby IF,Johan Elmander,33,Centre-Forward,Sweden,0,Galatasaray,Turkey,free transfer,in,2014
760,Bröndby IF,Hólmbert Aron Fridjónsson,21,Centre-Forward,Iceland,300000,Celtic,Scotland,loan transfer,in,2014
761,Bröndby IF,Teemu Pukki,24,Centre-Forward,Finland,7000000,Celtic,Scotland,loan transfer,in,2014
762,Bröndby IF,Daniel Holm,19,Centre-Forward,Denmark,25000,Bröndby IF U19,Denmark,0,in,2014
763,Bröndby IF,Nikolai Laursen,16,Right Winger,Denmark,500000,Bröndby IF U17,Denmark,0,in,2014
764,Bröndby IF,Andrew Hjulsager,19,Attacking Midfield,Denmark,4000000,Bröndby IF U19,Denmark,0,in,2014
765,Bröndby IF,Andreas Hansen,18,Goalkeeper,Denmark,300000,Bröndby IF U19,Denmark,0,in,2014
766,Bröndby IF,Svenn Crone,19,Right-Back,Denmark,300000,Bröndby IF U19,Denmark,0,in,2014
767,Bröndby IF,Daniel Norouzi,22,Defensive Midfield,Denmark,150000,Vejle BK,Denmark,"End of loanJun 30, 2014",in,2014
768,Bröndby IF,René Joensen,21,Central Midfield,Faroe Islands,100000,HB Tórshavn,Faroe Islands,"End of loanJun 30, 2014",in,2014
769,Bröndby IF,Franck Semou,21,Defensive Midfield,Denmark,100000,Akademisk BK,Denmark,"End of loanJun 30, 2014",in,2014
770,Bröndby IF,Mads Nielsen,20,Centre-Back,Denmark,200000,Valur,Iceland,"End of loanAug 15, 2014",in,2014
771,Bröndby IF,Simon Makienok,23,Centre-Forward,Denmark,400000,US Palermo,Italy,2300000,out,2014
772,Bröndby IF,Khalid Boulahrouz,32,Centre-Back,Netherlands,0,Feyenoord,Netherlands,free transfer,out,2014
773,Bröndby IF,Franck Semou,21,Defensive Midfield,Denmark,100000,Svebölle BI,Denmark,free transfer,out,2014
774,Bröndby IF,René Joensen,21,Central Midfield,Faroe Islands,100000,HB Tórshavn,Faroe Islands,free transfer,out,2014
775,Bröndby IF,Daniel Norouzi,22,Defensive Midfield,Denmark,150000,Vejle BK,Denmark,free transfer,out,2014
776,Bröndby IF,Bram Verbist,31,Goalkeeper,Belgium,0,Roda JC,Netherlands,free transfer,out,2014
777,Bröndby IF,Quincy Antipas,30,Second Striker,Zimbabwe,0,Hobro IK,Denmark,0,out,2014
778,Bröndby IF,Daniel Stenderup,25,Centre-Back,Denmark,150000,Esbjerg fB,Denmark,0,out,2014
779,Bröndby IF,Kristian Andersen,19,Left Midfield,Denmark,100000,HB Köge,Denmark,loan transfer,out,2014
780,Bröndby IF,Mads Nielsen,20,Centre-Back,Denmark,200000,Brönshöj BK,Denmark,loan transfer,out,2014
781,Bröndby IF,Alexander Szymanowski,25,Left Winger,Argentina,400000,Recr. Huelva,Spain,"End of loanJun 30, 2014",out,2014
782,Bröndby IF,Kenneth Zohore,20,Centre-Forward,Denmark,2000000,Fiorentina,Italy,"End of loanJun 30, 2014",out,2014
783,FC Copenhagen,Steve De Ridder,27,Attacking Midfield,Belgium,200000,FC Utrecht,Netherlands,2000000,in,2014
784,FC Copenhagen,Franco Mussis,22,Defensive Midfield,Argentina,650000,Gimnasia,Argentina,1900000,in,2014
785,FC Copenhagen,Daniel Amartey,19,Centre-Back,Ghana,5000000,Djurgarden,Sweden,1800000,in,2014
786,FC Copenhagen,Zanka,24,Centre-Back,Denmark,1500000,PSV Eindhoven,Netherlands,700000,in,2014
787,FC Copenhagen,Per Nilsson,31,Centre-Back,Sweden,0,1.FC Nuremberg,Germany,free transfer,in,2014
788,FC Copenhagen,Mikael Antonsson,33,Centre-Back,Sweden,0,Bologna,Italy,free transfer,in,2014
789,FC Copenhagen,Bashkim Kadrii,23,Left Winger,Denmark,600000,Odense BK,Denmark,free transfer,in,2014
790,FC Copenhagen,Lasse Lindbjerg,22,Centre-Back,Denmark,0,BK Frem,Denmark,free transfer,in,2014
791,FC Copenhagen,Stephan Andersen,32,Goalkeeper,Denmark,0,Real Betis,Spain,free transfer,in,2014
792,FC Copenhagen,Tom Högli,30,Centre-Back,Norway,0,Club Brugge,Belgium,free transfer,in,2014
793,FC Copenhagen,Alexander Kacaniklic,23,Left Midfield,Sweden,1200000,Fulham,England,loan transfer,in,2014
