,Team,Name,Age,Position,Nation,Market Value,Left / Joined Club,Left / Joined Country,Transfer Fee,In or Out,season
448,Odds BK,Vegard Bergan,18,Centre-Back,Norway,200000,Odds BK Youth,Norway,0,in,2013
449,Odds BK,Viljar Myhra,17,Goalkeeper,Norway,400000,Odds BK Youth,Norway,0,in,2013
450,Odds BK,Adem Güven,27,Centre-Forward,Norway,50000,Mersin IY,Turkey,free transfer,out,2013
451,Odds BK,George Agwuocha,20,Left Winger,Nigeria,25000,Strømmen IF,Norway,loan transfer,out,2013
452,FK Bodø/Glimt,Godwin Antwi,25,Centre-Back,Ghana,50000,Vejle-Kolding,Denmark,free transfer,in,2013
453,FK Bodø/Glimt,Dane Richards,29,Right Midfield,Jamaica,0,Burnley,England,free transfer,in,2013
454,FK Bodø/Glimt,Viktor Noring,22,Goalkeeper,Sweden,150000,Trelleborg,Sweden,free transfer,in,2013
455,FK Bodø/Glimt,Anders Karlsen,23,Central Midfield,Norway,50000,Mjøndalen,Norway,0,in,2013
456,FK Bodø/Glimt,Daniel Edvardsen,21,Right-Back,Norway,100000,Harstad IL,Norway,0,in,2013
457,FK Bodø/Glimt,Tom Erik Nordberg,28,Centre-Back,Norway,0,Levanger FK,Norway,0,out,2013
458,FK Bodø/Glimt,Magnus Edvardsen,20,attack,Norway,0,Junkeren IK,Norway,0,out,2013
459,FK Bodø/Glimt,Vebjörn Grunnvoll,19,attack,Norway,0,Harstad IL,Norway,loan transfer,out,2013
460,FK Bodø/Glimt,Erlend Robertsen,20,Right Winger,Norway,100000,Harstad IL,Norway,loan transfer,out,2013
461,FK Bodø/Glimt,Dane Richards,29,Right Midfield,Jamaica,0,Burnley,England,"End of loanJul 9, 2013",out,2013
462,IK Start,Markus Heikkinen,34,Centre-Back,Finland,0,Rapid Vienna,Austria,free transfer,in,2013
463,Stabæk Fotball,Chuma Anene,20,Centre-Forward,Norway,200000,Vålerenga,Norway,loan transfer,in,2013
464,Stabæk Fotball,Espen Isaksen,35,Goalkeeper,Norway,0,No club,No country,0,in,2013
465,Stabæk Fotball,Espen Isaksen,35,Goalkeeper,Norway,0,No club,No country,0,out,2013
466,Stabæk Fotball,Enoch Kofi Adu,23,Defensive Midfield,Ghana,300000,Club Brugge,Belgium,"End of loanJul 31, 2014",out,2013
467,Sarpsborg 08 FF,Steffen Ernemann,31,Central Midfield,Denmark,0,Esbjerg fB,Denmark,free transfer,in,2013
468,Sarpsborg 08 FF,Derek Decamps,28,Centre-Back,France,0,SCO Angers,France,loan transfer,in,2013
469,Sarpsborg 08 FF,Aaron Olanare,19,Centre-Forward,Nigeria,450000,Vålerenga,Norway,0,in,2013
470,Sarpsborg 08 FF,Michael Rön,29,Attacking Midfield,Norway,100000,Krakeröy IL,Norway,free transfer,out,2013
471,Sarpsborg 08 FF,Christian Brink,31,Centre-Back,Norway,0,Stord IL,Norway,free transfer,out,2013
472,Sarpsborg 08 FF,Öyvind Hoas,29,Centre-Forward,Norway,0,Hönefoss,Norway,0,out,2013
473,Sarpsborg 08 FF,Tobias Henanger,20,Central Midfield,Norway,50000,Østsiden IL,Norway,loan transfer,out,2013
474,Sarpsborg 08 FF,Mathias Engebretsen,20,Defensive Midfield,Norway,50000,Moss FK,Norway,loan transfer,out,2013
475,Sarpsborg 08 FF,Haraldur Björnsson,24,Goalkeeper,Iceland,100000,Fredrikstad,Norway,loan transfer,out,2013
476,Sarpsborg 08 FF,Ásgeir Börkur Ásgeirsson,26,Defensive Midfield,Iceland,75000,Fylkir,Iceland,"End of loanJul 18, 2013",out,2013
477,Molde FK,John Cofie,21,Centre-Forward,England,0,Barnsley FC,England,free transfer,in,2014
478,Molde FK,Ruben Gabrielsen,22,Centre-Back,Norway,1000000,Lillestrøm SK,Norway,0,in,2014
479,Molde FK,Seydina Keita,21,Right-Back,Senegal,225000,Diambars FC,Senegal,loan transfer,in,2014
480,Molde FK,Magnus Stamneströ,22,Central Midfield,Norway,0,Kristiansund,Norway,"End of loanJul 17, 2014",in,2014
481,Molde FK,Ivar Furu,20,Centre-Back,Norway,200000,KR Reykjavík,Iceland,"End of loanAug 9, 2014",in,2014
482,Molde FK,Tommy Höiland,25,Centre-Forward,Norway,200000,Lillestrøm SK,Norway,"End of loanJul 15, 2014",in,2014
483,Molde FK,Even Hovland,25,Centre-Back,Norway,400000,1.FC Nuremberg,Germany,250000,out,2014
484,Molde FK,Magne Hoseth,33,Central Midfield,Norway,0,Stabæk Fotball,Norway,free transfer,out,2014
485,Molde FK,Emmanuel Ekpo,26,Central Midfield,Nigeria,75000,Haugesund,Norway,0,out,2014
486,Molde FK,Magnus Stamneströ,22,Central Midfield,Norway,0,Kristiansund,Norway,0,out,2014
487,Molde FK,Andreas Hollingen,19,Central Midfield,Norway,0,HamKam,Norway,loan transfer,out,2014
488,Molde FK,Ivar Furu,20,Centre-Back,Norway,200000,Ranheim IL,Norway,loan transfer,out,2014
489,Rosenborg BK,Hólmar Örn Eyjólfsson,24,Centre-Back,Iceland,600000,VfL Bochum,Germany,free transfer,in,2014
490,Rosenborg BK,Tomas Malec,21,Centre-Forward,Slovakia,250000,AS Trencin,Slovakia,loan transfer,in,2014
491,Rosenborg BK,Cristian Gamboa,24,Right-Back,Costa Rica,700000,West Brom,England,2400000,out,2014
492,Rosenborg BK,Nicki Bille Nielsen,26,Centre-Forward,Denmark,250000,Évian,France,2000000,out,2014
493,Rosenborg BK,John Chibuike,25,Second Striker,Nigeria,200000,Gaziantepspor,Turkey,300000,out,2014
494,Rosenborg BK,Daniel Berntsen,21,Left Midfield,Norway,200000,Bodø/Glimt,Norway,loan transfer,out,2014
495,Odds BK,Ardian Gashi,33,Central Midfield,Norway,0,Helsingborg,Sweden,0,in,2014
496,Odds BK,Snorre Krogsgard,23,Right Midfield,Norway,200000,Fram Larvik,Norway,0,in,2014
497,Odds BK,Eric Kitolano,17,Attacking Midfield,Norway,500000,Odds BK Youth,Norway,0,in,2014
498,Odds BK,Elbasan Rashani,21,Left Winger,Kosovo,500000,Bröndby IF,Denmark,720000,out,2014
499,Odds BK,Fredrik Berge,24,Centre-Back,Norway,0,Bröndby IF,Denmark,600000,out,2014
500,Strømsgodset IF,Divine Naah,18,Central Midfield,Ghana,275000,Man City U21,England,loan transfer,in,2014
501,Strømsgodset IF,Gustav Valsvik,21,Centre-Back,Norway,400000,Sogndal IL,Norway,0,in,2014
502,Strømsgodset IF,Bassel Jradi,21,Attacking Midfield,Lebanon,300000,Nordsjaelland,Denmark,0,in,2014
503,Strømsgodset IF,Jeb Brovsky,25,Defensive Midfield,United States,0,NYCFC,United States,loan transfer,in,2014
504,Strømsgodset IF,Stefan Ashkovski,22,Right Winger,North Macedonia,450000,Partizan,Serbia,loan transfer,in,2014
505,Strømsgodset IF,Muhamed Keita,23,Left Winger,Norway,325000,Lech Poznan,Poland,600000,out,2014
506,Strømsgodset IF,Lars Saetra,22,Centre-Back,Norway,400000,Hammarby,Sweden,free transfer,out,2014
507,Strømsgodset IF,Tokmac Chol Nguen,20,Left Winger,Norway,2800000,Baerum SK,Norway,loan transfer,out,2014
508,Strømsgodset IF,Thomas Lehne Olsen,23,Centre-Forward,Norway,400000,Ullensaker/Kisa,Norway,loan transfer,out,2014
509,Strømsgodset IF,Francisco Júnior,22,Central Midfield,Guinea-Bissau,200000,Everton,England,"End of loanAug 17, 2014",out,2014
510,Lillestrøm SK,Jacob Faye Lund,19,Goalkeeper,Norway,100000,Fram Larvik,Norway,0,in,2014
511,Lillestrøm SK,Marius Amundsen,21,Centre-Back,Norway,300000,Strømmen IF,Norway,0,in,2014
512,Lillestrøm SK,Amahl Pellegrino,24,Left Winger,Norway,400000,Baerum SK,Norway,0,in,2014
513,Lillestrøm SK,Bonke Innocent,18,Defensive Midfield,Nigeria,800000,Moderate Stars,Nigeria,0,in,2014
514,Lillestrøm SK,Michael Timisela,29,Right-Back,Netherlands,0,No club,No country,0,in,2014
515,Lillestrøm SK,Joachim Osvold,20,Centre-Forward,Norway,50000,TPS,Finland,"End of loanOct 31, 2014",in,2014
516,Lillestrøm SK,Anders Östli,31,Centre-Back,Norway,0,Vestsjaelland,Denmark,free transfer,out,2014
517,Lillestrøm SK,Ruben Gabrielsen,22,Centre-Back,Norway,1000000,Molde,Norway,0,out,2014
518,Lillestrøm SK,Kenneth Udjus,31,Goalkeeper,Norway,0,Sogndal IL,Norway,loan transfer,out,2014
519,Lillestrøm SK,Joachim Osvold,19,Centre-Forward,Norway,50000,TPS,Finland,loan transfer,out,2014
520,Lillestrøm SK,Joachim Osvold,20,Centre-Forward,Norway,50000,KuPS,Finland,loan transfer,out,2014
521,Lillestrøm SK,Tommy Höiland,25,Centre-Forward,Norway,200000,Molde,Norway,"End of loanJul 15, 2014",out,2014
522,Vålerenga Fotball,Matthias Totland,17,midfield,Norway,50000,Fana IL,Norway,0,in,2014
523,Vålerenga Fotball,Max Björsvik,25,Centre-Back,Norway,0,Nest-Sotra IL,Norway,loan transfer,in,2014
524,Vålerenga Fotball,Markus Braendsröd,18,Centre-Forward,Norway,50000,Vålerenga U19,Norway,0,in,2014
525,Vålerenga Fotball,Diego Calvo,23,Left Winger,Costa Rica,0,IFK Göteborg,Sweden,loan transfer,out,2014
526,Vålerenga Fotball,Gudmund Kongshavn,23,Goalkeeper,Norway,150000,Sarpsborg 08,Norway,loan transfer,out,2014
527,Vålerenga Fotball,Riki Alba,19,Left Winger,Norway,150000,Nest-Sotra IL,Norway,loan transfer,out,2014
528,Vålerenga Fotball,André Muri,34,Centre-Back,Norway,0,No club,No country,0,out,2014
529,Aalesunds FK,Mos,25,Centre-Forward,Norway,300000,FC Copenhagen,Denmark,free transfer,in,2014
530,Aalesunds FK,Mehdi Karnass,24,Central Midfield,Morocco,350000,Difaâ El Jadida,Morocco,0,in,2014
531,Aalesunds FK,Helge Sandvik,25,Goalkeeper,Norway,200000,Vard,Norway,loan transfer,in,2014
532,Aalesunds FK,Michael Barrantes,31,Defensive Midfield,Costa Rica,75000,SH Shenxin,China,350000,out,2014
533,Aalesunds FK,Tremaine Stewart,26,Right Winger,Jamaica,0,Waterhouse,Jamaica,free transfer,out,2014
534,Sarpsborg 08 FF,Jérôme Polenz,27,Right-Back,Germany,0,Western Sydney,Australia,free transfer,in,2014
535,Sarpsborg 08 FF,Oliver Feldballe,24,Left Midfield,Denmark,0,SC Cambuur,Netherlands,0,in,2014
536,Sarpsborg 08 FF,Alejandro Castro,23,Centre-Forward,Costa Rica,125000,IK Start,Norway,loan transfer,in,2014
537,Sarpsborg 08 FF,Gudmund Kongshavn,23,Goalkeeper,Norway,150000,Vålerenga,Norway,loan transfer,in,2014
538,Sarpsborg 08 FF,Habib Bellaid,29,Centre-Back,Algeria,0,No club,No country,0,in,2014
539,Sarpsborg 08 FF,Simen Brenne,34,Central Midfield,Norway,0,No club,No country,0,in,2014
540,Sarpsborg 08 FF,Haraldur Björnsson,25,Goalkeeper,Iceland,100000,Strømmen IF,Norway,"End of loanJul 25, 2014",in,2014
541,Sarpsborg 08 FF,Aaron Olanare,20,Centre-Forward,Nigeria,450000,GZ R&F,China,1400000,out,2014
542,Sarpsborg 08 FF,Franck Dja Djédjé,28,Right Winger,Cote d'Ivoire,350000,Dinamo Minsk,Belarus,free transfer,out,2014
543,Sarpsborg 08 FF,Haraldur Björnsson,25,Goalkeeper,Iceland,100000,Östersund,Sweden,0,out,2014
544,Sarpsborg 08 FF,Thórarinn Ingi Valdimarsson,24,Left-Back,Iceland,75000,ÍBV,Iceland,"End of loanJul 15, 2014",out,2014
545,Stabæk Fotball,Magne Hoseth,33,Central Midfield,Norway,0,Molde,Norway,free transfer,in,2014
546,Stabæk Fotball,Birger Meling,19,Left-Back,Norway,3500000,Boro U21,England,free transfer,in,2014
547,Stabæk Fotball,Morten Skjönsberg,31,Centre-Back,Norway,0,Norrköping,Sweden,free transfer,in,2014
548,Stabæk Fotball,Tomasz Sokolowski,29,Defensive Midfield,Norway,0,Brann,Norway,free transfer,in,2014
549,Stabæk Fotball,Giorgi Gorozia,19,Attacking Midfield,Russia,75000,FC Locomotive,Georgia,0,in,2014
550,Stabæk Fotball,Gurpreet Singh Sandhu,22,Goalkeeper,India,250000,East Bengal,India,0,in,2014
551,Stabæk Fotball,Andrew Jacobson,28,Defensive Midfield,United States,0,NYCFC,United States,loan transfer,in,2014
552,Stabæk Fotball,Morten Thorsby,18,Central Midfield,Norway,7000000,Heerenveen,Netherlands,600000,out,2014
553,Stabæk Fotball,Pablo Fontanello,29,Centre-Back,Argentina,200000,Ural,Russia,0,out,2014
554,Stabæk Fotball,Tomasz Sokolowski,29,Defensive Midfield,Norway,0,Brann,Norway,"End of loanJul 14, 2014",out,2014
555,Viking Stavanger,Carl Henrik Refvik,19,attack,Norway,0,Vidar,Norway,"End of loanJul 31, 2014",in,2014
556,Viking Stavanger,Amund Wichne,17,Goalkeeper,Norway,200000,Mandalskamerat.,Norway,"End of loanAug 1, 2014",in,2014
557,Viking Stavanger,Carl Henrik Refvik,20,attack,Norway,0,Vidar,Norway,free transfer,out,2014
558,Viking Stavanger,Pal Vestly Heigre,19,Goalkeeper,Norway,150000,IK Start,Norway,loan transfer,out,2014
559,FK Haugesund,Emmanuel Ekpo,26,Central Midfield,Nigeria,75000,Molde,Norway,0,in,2014
560,FK Haugesund,Nikola Komazec,26,Centre-Forward,Serbia,225000,Busan IPark,"Korea, South",0,in,2014
561,FK Haugesund,Mirko Kramaric,25,Left-Back,Croatia,0,NK Istra,Croatia,0,in,2014
562,FK Haugesund,Henrik Kildentoft,29,Right-Back,Denmark,0,Hönefoss,Norway,"End of loanJul 15, 2014",in,2014
563,FK Haugesund,Henrik Kildentoft,29,Right-Back,Denmark,0,Hönefoss,Norway,free transfer,out,2014
564,FK Haugesund,Rok Elsner,28,Defensive Midfield,Slovenia,0,Energie Cottbus,Germany,free transfer,out,2014
565,FK Haugesund,Tony Mawejje,27,Defensive Midfield,Uganda,200000,Valur,Iceland,loan transfer,out,2014
566,IK Start,Kristoffer Ajer,16,Centre-Back,Norway,7000000,Lillestrøm SK Y,Norway,0,in,2014
567,IK Start,Pal Vestly Heigre,19,Goalkeeper,Norway,150000,Viking FK,Norway,loan transfer,in,2014
568,IK Start,Seyi Olofinjana,34,Central Midfield,Nigeria,0,No club,No country,0,in,2014
569,IK Start,Markus Berger,29,Centre-Back,Austria,0,Ural,Russia,free transfer,out,2014
570,IK Start,Babacar Sarr,23,Defensive Midfield,Senegal,500000,Sogndal IL,Norway,0,out,2014
571,IK Start,Alejandro Castro,23,Centre-Forward,Costa Rica,125000,Sarpsborg 08,Norway,loan transfer,out,2014
572,IK Start,John Olav Norheim,19,Centre-Back,Norway,200000,Flöy,Norway,loan transfer,out,2014
573,FK Bodø/Glimt,Vebjörn Vinje,19,Centre-Back,Norway,50000,Mo,Norway,0,in,2014
574,FK Bodø/Glimt,Daniel Berntsen,21,Left Midfield,Norway,200000,Rosenborg,Norway,loan transfer,in,2014
575,FK Bodø/Glimt,Erlend Robertsen,21,Right Winger,Norway,100000,Ranheim IL,Norway,"End of loanJul 15, 2014",in,2014
576,FK Bodø/Glimt,Viljar Nordberg,22,Right Winger,Norway,50000,Harstad IL,Norway,"End of loanJul 15, 2014",in,2014
577,FK Bodø/Glimt,Erlend Robertsen,21,Right Winger,Norway,100000,Lokomotiv T.,Norway,free transfer,out,2014
578,FK Bodø/Glimt,Jim Johansen,27,Left Winger,Norway,0,Bryne FK,Norway,loan transfer,out,2014
579,Sandefjord Fotball,Mads Pedersen,21,Central Midfield,Denmark,0,FC Midtjylland,Denmark,free transfer,in,2014
580,Sandefjord Fotball,Mats Haakenstad,20,Right-Back,Norway,100000,Fram Larvik,Norway,0,in,2014
581,Sandefjord Fotball,Kim Skogsrud,21,Centre-Back,Norway,0,Strømmen IF,Norway,loan transfer,out,2014
582,Sandefjord Fotball,Johan Gulliksen,20,Centre-Forward,Norway,50000,Fram Larvik,Norway,loan transfer,out,2014
583,Tromsø IL,Henrik Gjesdal,20,Centre-Back,Norway,100000,Brann,Norway,0,in,2014
584,Tromsø IL,Marcus Sahlman,29,Goalkeeper,Sweden,0,Norrköping,Sweden,free transfer,out,2014
585,Tromsø IL,Jaroslaw Fojut,26,Centre-Back,Poland,0,Dundee United,Scotland,free transfer,out,2014
586,Mjøndalen IF,Magnus Olsen,31,Centre-Forward,Norway,0,HamKam,Norway,loan transfer,in,2014
587,Mjøndalen IF,Kjetil Lien,-,Centre-Forward,Norway,0,Hallingdal FK,Norway,free transfer,out,2014
588,Mjøndalen IF,Andreas Haglund,24,Right Midfield,Sweden,0,Fram Larvik,Norway,0,out,2014
589,Mjøndalen IF,Bjarne Ingebretsen,26,Central Midfield,Norway,0,No club,No country,0,out,2014
590,Rosenborg BK,Matthías Vilhjálmsson,28,Centre-Forward,Iceland,250000,IK Start,Norway,400000,in,2015
591,Rosenborg BK,Julian Faye Lund,16,Goalkeeper,Norway,300000,Oppsal Fotball,Norway,0,in,2015
592,Rosenborg BK,Magnus Stamneströ,23,Central Midfield,Norway,0,Kristiansund,Norway,0,in,2015
593,Rosenborg BK,Johan Björdal,29,Centre-Back,Norway,0,Aarhus GF,Denmark,0,in,2015
594,Rosenborg BK,Yann-Erik de Lanlay,23,Left Winger,Norway,400000,Viking FK,Norway,0,in,2015
595,Rosenborg BK,Anders Konradsen,25,Defensive Midfield,Norway,600000,Stade Rennais,France,0,in,2015
596,Rosenborg BK,Sivert Solli,17,Attacking Midfield,Norway,200000,Rosenborg BK Yo,Norway,0,in,2015
597,Rosenborg BK,Bent Sörmo,18,Right-Back,Norway,500000,Levanger FK,Norway,"End of loanJul 21, 2015",in,2015
598,Rosenborg BK,Per Verner Rönning,32,Centre-Back,Norway,0,Levanger FK,Norway,"End of loanJul 21, 2015",in,2015
599,Rosenborg BK,Stefan Strandberg,24,Centre-Back,Norway,800000,Krasnodar,Russia,free transfer,out,2015
600,Rosenborg BK,Per Verner Rönning,32,Centre-Back,Norway,0,Levanger FK,Norway,0,out,2015
601,Rosenborg BK,Bent Sörmo,18,Right-Back,Norway,500000,Levanger FK,Norway,0,out,2015
602,Rosenborg BK,Riku Riski,25,Right Winger,Finland,250000,IFK Göteborg,Sweden,loan transfer,out,2015
603,Rosenborg BK,Emil Nielsen,21,Centre-Forward,Denmark,350000,Aarhus GF,Denmark,loan transfer,out,2015
604,Rosenborg BK,Tomas Malec,22,Centre-Forward,Slovakia,250000,AS Trencin,Slovakia,"End of loanJul 31, 2015",out,2015
605,Rosenborg BK,Liam Henderson,19,Central Midfield,Scotland,2200000,Celtic,Scotland,"End of loanJun 27, 2015",out,2015
606,Strømsgodset IF,Lukasz Jarosinski,26,Goalkeeper,Poland,150000,Hönefoss,Norway,0,in,2015
607,Strømsgodset IF,Marcus Pedersen,25,Centre-Forward,Norway,225000,Brann,Norway,0,in,2015
608,Strømsgodset IF,Marco Tagbajumi,27,Centre-Forward,Nigeria,100000,AEL Limassol,Cyprus,loan transfer,in,2015
609,Strømsgodset IF,Péter Kovács,37,Centre-Forward,Hungary,0,Sarpsborg 08,Norway,0,out,2015
610,Strømsgodset IF,Anders Gundersen,21,Goalkeeper,Norway,50000,Sandefjord,Norway,loan transfer,out,2015
611,Strømsgodset IF,Borger Thomas,20,Goalkeeper,Norway,100000,HamKam,Norway,loan transfer,out,2015
612,Strømsgodset IF,Tokmac Chol Nguen,21,Left Winger,Norway,2800000,Mjøndalen,Norway,loan transfer,out,2015
613,Strømsgodset IF,Christopher Lindquist,19,Right-Back,Norway,150000,Hönefoss,Norway,loan transfer,out,2015
614,Stabæk Fotball,Sebastian Pedersen,16,Centre-Forward,Norway,50000,HamKam II,Norway,0,in,2015
615,Stabæk Fotball,Muhamed Keita,24,Left Winger,Norway,325000,Lech Poznan,Poland,loan transfer,in,2015
616,Stabæk Fotball,Anthony Annan,29,Defensive Midfield,Ghana,25000,No club,No country,0,in,2015
617,Stabæk Fotball,Johan Andersson,32,Central Midfield,Sweden,0,No club,No country,0,in,2015
618,Stabæk Fotball,Emil Dahle,24,Central Midfield,Norway,0,IK Start,Norway,"End of loanJul 20, 2015",in,2015
619,Stabæk Fotball,Adama Diomande,25,Centre-Forward,Norway,850000,Hull City,England,2350000,out,2015
620,Stabæk Fotball,Jörgen Hammer,24,Centre-Back,Norway,100000,IK Start,Norway,0,out,2015
621,Stabæk Fotball,Emil Ekblom,21,Centre-Forward,Norway,0,Strømmen IF,Norway,loan transfer,out,2015
622,Stabæk Fotball,Emil Dahle,24,Central Midfield,Norway,0,Bryne FK,Norway,loan transfer,out,2015
623,Stabæk Fotball,Craig Henderson,28,Defensive Midfield,New Zealand,150000,Mjøndalen,Norway,loan transfer,out,2015
624,Stabæk Fotball,Evgeniy Kirisov,21,Left-Back,Russia,150000,Domodedovo,Russia,"End of loanJun 30, 2015",out,2015
625,Odds BK,Olivier Occéan,33,Centre-Forward,Canada,0,E. Frankfurt,Germany,free transfer,in,2015
626,Odds BK,Ulrik Flo,26,Centre-Forward,Norway,0,Sogndal IL,Norway,0,in,2015
627,Odds BK,Pape Paté Diouf,29,Second Striker,Senegal,100000,Molde,Norway,loan transfer,in,2015
628,Odds BK,Erik Eikeng,19,Centre-Forward,Norway,50000,Odds BK Youth,Norway,0,in,2015
629,Odds BK,Olivier Occéan,33,Centre-Forward,Canada,0,E. Frankfurt,Germany,"End of loanJul 21, 2015",out,2015
630,Viking Stavanger,Kieffer Moore,22,Centre-Forward,Wales,5000000,Yeovil Town,England,free transfer,in,2015
631,Viking Stavanger,Aleksander Solli,25,Centre-Back,Norway,50000,Hönefoss,Norway,0,in,2015
632,Viking Stavanger,Julian Ryerson,17,Right-Back,Norway,2500000,Viking FK U19,Norway,0,in,2015
633,Viking Stavanger,Veton Berisha,21,Centre-Forward,Norway,800000,Greuther Fürth,Germany,free transfer,out,2015
634,Viking Stavanger,Osita Henry Chikere,24,Centre-Forward,Nigeria,0,Sogndal IL,Norway,free transfer,out,2015
635,Viking Stavanger,Yann-Erik de Lanlay,23,Left Winger,Norway,400000,Rosenborg,Norway,0,out,2015
636,Viking Stavanger,Magne Hoseth,34,Central Midfield,Norway,0,Aalesund,Norway,0,out,2015
637,Viking Stavanger,Martin Hummervoll,19,Centre-Forward,Norway,50000,Keflavík,Iceland,loan transfer,out,2015
638,Molde FK,Mushaga Bakenga,22,Centre-Forward,Norway,500000,Club Brugge,Belgium,loan transfer,in,2015
639,Molde FK,Amidou Diop,23,Central Midfield,Senegal,400000,Mjøndalen,Norway,"End of loanJul 31, 2015",in,2015
640,Molde FK,Ben Spencer,20,Centre-Forward,United States,150000,Toronto FC II,United States,"End of loanSep 25, 2015",in,2015
641,Molde FK,Örjan Nyland,24,Goalkeeper,Norway,1000000,FC Ingolstadt,Germany,1000000,out,2015
642,Molde FK,Pape Paté Diouf,29,Second Striker,Senegal,100000,Odds BK,Norway,loan transfer,out,2015
643,Molde FK,Thomas Kind Bendiksen,25,Central Midfield,Norway,50000,Tromsø IL,Norway,loan transfer,out,2015
644,Molde FK,Dulee Johnson,31,Central Midfield,Liberia,100000,No club,No country,0,out,2015
645,Molde FK,Mushaga Bakenga,22,Centre-Forward,Norway,500000,Club Brugge,Belgium,"End of loanAug 5, 2015",out,2015
646,Vålerenga Fotball,Mohammed Abdellaoue,29,Centre-Forward,Norway,0,VfB Stuttgart,Germany,free transfer,in,2015
647,Vålerenga Fotball,Robert Lundström,25,Right-Back,Sweden,200000,GIF Sundsvall,Sweden,0,in,2015
648,Vålerenga Fotball,Enar Jääger,30,Centre-Back,Estonia,0,FC Flora,Estonia,0,in,2015
649,Vålerenga Fotball,Otto Fredrikson,33,Goalkeeper,Finland,0,Kongsvinger,Norway,loan transfer,in,2015
650,Vålerenga Fotball,Sascha Burchert,25,Goalkeeper,Germany,600000,Hertha BSC,Germany,loan transfer,in,2015
651,Vålerenga Fotball,Melker Hallberg,19,Central Midfield,Sweden,600000,Udinese Calcio,Italy,loan transfer,in,2015
652,Vålerenga Fotball,Niklas Gunnarsson,25,Centre-Back,Norway,300000,Hibernian FC,Scotland,"End of loanMay 31, 2016",in,2015
653,Vålerenga Fotball,Ruben Kristiansen,27,Left-Back,Norway,200000,Brann,Norway,175000,out,2015
654,Vålerenga Fotball,Moussa Njie,19,Left Winger,Norway,300000,Baerum SK,Norway,free transfer,out,2015
655,Vålerenga Fotball,Sivert Heltne Nilsen,23,Defensive Midfield,Norway,900000,Brann,Norway,0,out,2015
656,Vålerenga Fotball,Niklas Gunnarsson,24,Centre-Back,Norway,300000,Elfsborg,Sweden,loan transfer,out,2015
657,Vålerenga Fotball,Otto Fredrikson,33,Goalkeeper,Finland,0,Kongsvinger,Norway,"End of loanJul 22, 2015",out,2015
658,Lillestrøm SK,Hakon Skogseid,27,Right-Back,Norway,0,Odense BK,Denmark,free transfer,in,2015
659,Lillestrøm SK,Malaury Martin,26,Defensive Midfield,France,175000,Sandnes Ulf,Norway,0,in,2015
660,Lillestrøm SK,Jacob Faye Lund,20,Goalkeeper,Norway,100000,LSK II,Norway,0,in,2015
661,Lillestrøm SK,Joachim Osvold,20,Centre-Forward,Norway,50000,KuPS,Finland,"End of loanJun 30, 2015",in,2015
662,Lillestrøm SK,Moryké Fofana,23,Left Winger,Cote d'Ivoire,700000,FC Lorient,France,400000,out,2015
663,Lillestrøm SK,Björn Helge Riise,32,Right Midfield,Norway,0,Aalesund,Norway,0,out,2015
664,Lillestrøm SK,Amahl Pellegrino,25,Left Winger,Norway,400000,Mjøndalen,Norway,0,out,2015
665,FK Bodø/Glimt,Erik Tönne,24,Left Winger,Norway,300000,Sandnes Ulf,Norway,0,in,2015
666,FK Bodø/Glimt,Fredrik André Björkan,17,Left-Back,Norway,1400000,Bodø/Glimt Y.,Norway,0,in,2015
667,FK Bodø/Glimt,Jim Johansen,28,Left Winger,Norway,0,Sogndal IL,Norway,"End of loanJul 15, 2015",in,2015
668,FK Bodø/Glimt,Badou Ndiaye,24,Central Midfield,Senegal,2700000,Osmanlispor,Turkey,350000,out,2015
669,FK Bodø/Glimt,Joshua Silva,24,Centre-Back,Portugal,0,Viktoria Berlin,Germany,free transfer,out,2015
670,FK Bodø/Glimt,Ulrik Berglann,23,Left Winger,Norway,100000,Strømmen IF,Norway,loan transfer,out,2015
671,FK Bodø/Glimt,Martin Pedersen,20,Defensive Midfield,Norway,50000,Finnsnes IL,Norway,loan transfer,out,2015
672,FK Bodø/Glimt,Vebjörn Vinje,20,Centre-Back,Norway,50000,Mo,Norway,loan transfer,out,2015
673,Aalesunds FK,Björn Helge Riise,32,Right Midfield,Norway,0,Lillestrøm SK,Norway,0,in,2015
674,Aalesunds FK,Magne Hoseth,34,Central Midfield,Norway,0,Viking FK,Norway,0,in,2015
675,Aalesunds FK,Marlinho,21,Attacking Midfield,Brazil,150000,Duque de Caxias,Brazil,loan transfer,in,2015
676,Aalesunds FK,Sondre Fet,18,Central Midfield,Norway,700000,Aalesunds FK U19,Norway,0,in,2015
677,Aalesunds FK,Sondre Löseth,18,Goalkeeper,Norway,0,Aalesunds FK U19,Norway,0,in,2015
678,Aalesunds FK,Sakari Mattila,26,Defensive Midfield,Finland,150000,Fulham,England,200000,out,2015
679,Aalesunds FK,Torbjörn Grytten,20,Centre-Forward,Norway,25000,Brattvag IL,Norway,loan transfer,out,2015
680,Aalesunds FK,John Arne Riise,35,Left-Back,Norway,0,No club,No country,0,out,2015
681,Aalesunds FK,Helge Sandvik,25,Goalkeeper,Norway,200000,Vard,Norway,"End of loanJul 22, 2015",out,2015
682,Sarpsborg 08 FF,Patrick Mortensen,26,Centre-Forward,Denmark,700000,Lyngby BK,Denmark,free transfer,in,2015
