,Team,Name,Age,Position,Nation,Market Value,Left / Joined Club,Left / Joined Country,Transfer Fee,In or Out,season
924,Molde FK,Ola Ormset Husby,19,Central Midfield,Norway,0,Brattvag IL,Norway,loan transfer,out,2017
925,Molde FK,Kristian Strande,19,Right-Back,Norway,50000,Brattvag IL,Norway,loan transfer,out,2017
926,Molde FK,Ole Martin Rindaröy,22,Left-Back,Norway,0,Sogndal IL,Norway,loan transfer,out,2017
927,Molde FK,Etzaz Hussain,24,Central Midfield,Norway,1000000,Odds BK,Norway,loan transfer,out,2017
928,Sarpsborg 08 FF,Nenass,22,Central Midfield,Cape Verde,200000,KFUM Oslo,Norway,0,in,2017
929,Sarpsborg 08 FF,Rashad Muhammed,23,Right Winger,France,300000,Florö SK,Norway,0,in,2017
930,Sarpsborg 08 FF,Nicolai Poulsen,24,Defensive Midfield,Denmark,800000,Randers FC,Denmark,loan transfer,in,2017
931,Sarpsborg 08 FF,Hasan Jahic,15,Centre-Back,Bosnia-Herzegovina,100000,Sarpsborg 08 II,Norway,0,in,2017
932,Sarpsborg 08 FF,Olav Öby,22,Central Midfield,Norway,150000,Strømmen IF,Norway,"End of loanJul 26, 2017",in,2017
933,Sarpsborg 08 FF,Kachi,20,Centre-Forward,Nigeria,100000,Bodø/Glimt,Norway,"End of loanJul 19, 2017",in,2017
934,Sarpsborg 08 FF,Amani Dickson Mbedule,20,Right Winger,Norway,50000,IL Hödd,Norway,"End of loanJul 30, 2017",in,2017
935,Sarpsborg 08 FF,Anders Trondsen,22,Left-Back,Norway,700000,Rosenborg,Norway,1200000,out,2017
936,Sarpsborg 08 FF,Erton Fejzullahu,29,Centre-Forward,Kosovo,300000,Kalmar FF,Sweden,free transfer,out,2017
937,Sarpsborg 08 FF,Morten Sundli,27,Centre-Back,Norway,100000,Östers IF,Sweden,0,out,2017
938,Sarpsborg 08 FF,Kachi,20,Centre-Forward,Nigeria,100000,Strømmen IF,Norway,loan transfer,out,2017
939,Sarpsborg 08 FF,Olav Öby,22,Central Midfield,Norway,150000,Kristiansund,Norway,loan transfer,out,2017
940,Sarpsborg 08 FF,Amani Dickson Mbedule,20,Right Winger,Norway,50000,Notodden,Norway,loan transfer,out,2017
941,Sarpsborg 08 FF,Jörgen Strand Larsen,17,Centre-Forward,Norway,3500000,Milan U19,Italy,loan transfer,out,2017
942,Strømsgodset IF,Pal Vestly Heigre,22,Goalkeeper,Norway,150000,Aalesund,Norway,0,in,2017
943,Strømsgodset IF,Sondre Johansen,22,Centre-Back,Norway,300000,Mjøndalen,Norway,"End of loanJul 19, 2017",in,2017
944,Strømsgodset IF,Henrik Bredeli,19,Centre-Back,Norway,100000,Strømmen IF,Norway,"End of loanJul 19, 2017",in,2017
945,Strømsgodset IF,Tommy Höiland,28,Centre-Forward,Norway,200000,Viking FK,Norway,0,out,2017
946,Strømsgodset IF,Sondre Johansen,22,Centre-Back,Norway,300000,Mjøndalen,Norway,0,out,2017
947,Strømsgodset IF,Henrik Bredeli,19,Centre-Back,Norway,100000,Fredrikstad,Norway,loan transfer,out,2017
948,Strømsgodset IF,Marco Tagbajumi,29,Centre-Forward,Nigeria,100000,Lillestrøm SK,Norway,loan transfer,out,2017
949,Strømsgodset IF,Sosha Makani,30,Goalkeeper,Iran,300000,Mjøndalen,Norway,"End of loanAug 8, 2017",out,2017
950,Strømsgodset IF,Radoslaw Janukiewicz,33,Goalkeeper,Poland,0,Pogon Szczecin,Poland,"End of loanJun 30, 2017",out,2017
951,SK Brann,Ludcinio Marengo,25,Left Winger,Netherlands,100000,ADO Den Haag,Netherlands,43000,in,2017
952,SK Brann,Lars Cramer,26,Goalkeeper,Norway,0,No club,No country,0,in,2017
953,SK Brann,Halldor Stenevik,17,Left Midfield,Norway,300000,Nest-Sotra IL,Norway,loan transfer,out,2017
954,SK Brann,Steffen Skalevik,24,Centre-Forward,Norway,200000,IK Start,Norway,loan transfer,out,2017
955,Odds BK,Elbasan Rashani,24,Left Winger,Kosovo,500000,Rosenborg,Norway,0,in,2017
956,Odds BK,Etzaz Hussain,24,Central Midfield,Norway,1000000,Molde,Norway,loan transfer,in,2017
957,Odds BK,Anders Klemensson,20,Goalkeeper,Norway,50000,Pors Grenland,Norway,loan transfer,in,2017
958,Odds BK,Odin Luras Björtuft,18,Centre-Back,Norway,500000,Odds BK II,Norway,0,in,2017
959,Odds BK,Rafik Zekhnini,19,Left Winger,Norway,600000,Fiorentina,Italy,1500000,out,2017
960,Odds BK,Fredrik Jensen,24,Defensive Midfield,Norway,400000,Zulte Waregem,Belgium,650000,out,2017
961,Odds BK,Ardian Gashi,36,Central Midfield,Norway,0,FK Ørn Horten,Norway,free transfer,out,2017
962,Kristiansund BK,Magne Hoseth,36,Central Midfield,Norway,0,Notodden,Norway,free transfer,in,2017
963,Kristiansund BK,Torgil Gjertsen,25,Right Winger,Norway,300000,Ranheim IL,Norway,0,in,2017
964,Kristiansund BK,Amidou Diop,25,Central Midfield,Senegal,400000,Molde,Norway,0,in,2017
965,Kristiansund BK,Olav Öby,22,Central Midfield,Norway,150000,Sarpsborg 08,Norway,loan transfer,in,2017
966,Kristiansund BK,Andreas Rödsand,31,Central Midfield,Norway,50000,Nest-Sotra IL,Norway,"End of loanJul 20, 2017",in,2017
967,Kristiansund BK,Rocky Lekaj,27,Left Winger,Norway,100000,Fredrikstad,Norway,0,out,2017
968,Kristiansund BK,Thompson Ekpe,20,Defensive Midfield,Nigeria,50000,Molde,Norway,"End of loanJul 19, 2017",out,2017
969,Vålerenga Fotball,Adam Kwarasey,29,Goalkeeper,Ghana,300000,Bröndby IF,Denmark,100000,in,2017
970,Vålerenga Fotball,Fitim Azemi,25,Centre-Forward,Norway,200000,Maccabi Haifa,Israel,free transfer,in,2017
971,Vålerenga Fotball,Oskar Aron Opsahl,16,Left-Back,Norway,50000,Vålerenga II,Norway,0,in,2017
972,Vålerenga Fotball,Harald Martin Hauso,17,Centre-Back,Norway,0,Vålerenga II,Norway,0,in,2017
973,Vålerenga Fotball,Ghayas Zahid,22,Attacking Midfield,Norway,1200000,APOEL Nicosia,Cyprus,500000,out,2017
974,Vålerenga Fotball,Rasmus Lindkvist,27,Left Midfield,Sweden,250000,AIK,Sweden,0,out,2017
975,Vålerenga Fotball,Aslak Falch,25,Goalkeeper,Norway,150000,Norrköping,Sweden,0,out,2017
976,Vålerenga Fotball,Mathusan Sandrakumar,19,Right-Back,Norway,50000,Strømmen IF,Norway,loan transfer,out,2017
977,Vålerenga Fotball,Magnus Grödem,19,Attacking Midfield,Norway,400000,Ullensaker/Kisa,Norway,loan transfer,out,2017
978,Vålerenga Fotball,Muhamed Keita,26,Left Winger,Norway,325000,Lech Poznan,Poland,"End of loanJul 10, 2017",out,2017
979,Stabæk Fotball,Hongliang Tao,20,Central Midfield,China,75000,SD Taishan U21,China,150000,in,2017
980,Stabæk Fotball,Rubio Rubin,21,Centre-Forward,United States,800000,Silkeborg IF,Denmark,free transfer,in,2017
981,Stabæk Fotball,John Hou Saeter,19,Attacking Midfield,Norway,125000,Rosenborg,Norway,0,in,2017
982,Stabæk Fotball,Ronald Hernández,19,Right-Back,Venezuela,300000,Zamora FC,Venezuela,0,in,2017
983,Stabæk Fotball,John Alvbage,35,Goalkeeper,Sweden,100000,IFK Göteborg,Sweden,loan transfer,in,2017
984,Stabæk Fotball,Herman Geelmuyden,15,Attacking Midfield,Norway,100000,Stabaek IF U19,Norway,0,in,2017
985,Stabæk Fotball,Morten Rena Olsen,18,Left-Back,Norway,150000,Stabaek IF U19,Norway,0,in,2017
986,Stabæk Fotball,Edvard Race,20,Centre-Back,Norway,100000,Kongsvinger,Norway,"End of loanJul 18, 2017",in,2017
987,Stabæk Fotball,El-Hadji Ba,24,Defensive Midfield,France,450000,FC Sochaux,France,0,out,2017
988,Stabæk Fotball,Oskar Johannes Löken,19,Attacking Midfield,Norway,100000,Raufoss,Norway,0,out,2017
989,Stabæk Fotball,Gurpreet Singh Sandhu,25,Goalkeeper,India,250000,Bengaluru FC,India,0,out,2017
990,Stabæk Fotball,Alex Nimely,26,Centre-Forward,England,50000,No club,No country,0,out,2017
991,FK Haugesund,Marko Cosic,23,Centre-Back,Croatia,150000,Inter Zapresic,Croatia,250000,in,2017
992,FK Haugesund,Aleksandar Kovacevic,25,Defensive Midfield,Serbia,300000,Lechia Gdansk,Poland,100000,in,2017
993,FK Haugesund,Jakub Serafin,21,Central Midfield,Poland,150000,Lech Poznan,Poland,loan transfer,in,2017
994,FK Haugesund,Kristoffer Velde,18,Left Winger,Norway,700000,FK Haugesund II,Norway,0,in,2017
995,FK Haugesund,Herman Fossdal,18,Goalkeeper,Norway,50000,FK Haugesund Yo,Norway,0,in,2017
996,FK Haugesund,Derrick Mensah,21,Defensive Midfield,Ghana,100000,MFK Karvina,Czech Republic,"End of loanDec 31, 2016",in,2017
997,FK Haugesund,Haris Hajradinovic,23,Attacking Midfield,Bosnia-Herzegovina,3200000,NK Osijek,Croatia,700000,out,2017
998,FK Haugesund,Bruno Soares,28,Centre-Back,Brazil,100000,Hapoel Tel Aviv,Israel,free transfer,out,2017
999,FK Haugesund,Filip Kiss,26,Defensive Midfield,Slovakia,2200000,Al-Ettifaq,Saudi Arabia,0,out,2017
1000,FK Haugesund,Johnny Buduson,25,Centre-Forward,Norway,100000,Fredrikstad,Norway,loan transfer,out,2017
1001,FK Haugesund,Erik Huseklepp,32,Left Winger,Norway,100000,Asane Fotball,Norway,loan transfer,out,2017
1002,FK Haugesund,Erin Pinheiro,20,Central Midfield,Cape Verde,100000,Saint-Étienne B,France,"End of loanMay 10, 2018",out,2017
1003,Tromsø IL,Javi Jiménez,30,Goalkeeper,Spain,150000,SD Huesca,Spain,free transfer,in,2017
1004,Tromsø IL,Shamil Gasanov,24,Centre-Back,Russia,250000,Anzhi,Russia,free transfer,in,2017
1005,Tromsø IL,Mushaga Bakenga,25,Centre-Forward,Norway,500000,Rosenborg,Norway,free transfer,in,2017
1006,Tromsø IL,Sigurd Grönli,17,Attacking Midfield,Norway,100000,Tromsö IL II,Norway,0,in,2017
1007,Tromsø IL,Lasse Nilsen,22,Left Midfield,Norway,200000,Tromsdalen,Norway,"End of loanJul 21, 2017",in,2017
1008,Tromsø IL,Patrick Kpozo,20,Left Midfield,Ghana,300000,AIK,Sweden,"End of loanJul 20, 2017",out,2017
1009,Lillestrøm SK,Charles Ezeh,19,Central Midfield,Nigeria,100000,No club,No country,0,in,2017
1010,Lillestrøm SK,Moses Ebiye,20,Centre-Forward,Nigeria,300000,Akwa United,Nigeria,0,in,2017
1011,Lillestrøm SK,Marko Maric,21,Goalkeeper,Croatia,700000,Hoffenheim II,Germany,loan transfer,in,2017
1012,Lillestrøm SK,Marco Tagbajumi,29,Centre-Forward,Nigeria,100000,Strømsgodset,Norway,loan transfer,in,2017
1013,Lillestrøm SK,Josef Brian Baccay,17,Left-Back,Norway,100000,LSK II,Norway,0,in,2017
1014,Lillestrøm SK,Marcus Myhrer Dyngeland,17,Goalkeeper,Norway,50000,LSK II,Norway,0,in,2017
1015,Lillestrøm SK,Bonke Innocent,21,Defensive Midfield,Nigeria,800000,Malmö FF,Sweden,900000,out,2017
1016,Lillestrøm SK,Bajram Ajeti,28,Centre-Forward,Kosovo,100000,Gefle,Sweden,0,out,2017
1017,Lillestrøm SK,Petter Mathias Olsen,19,Central Midfield,Norway,25000,Strømmen IF,Norway,loan transfer,out,2017
1018,Lillestrøm SK,Emil Ödegaard,18,Goalkeeper,Norway,50000,Levanger FK,Norway,loan transfer,out,2017
1019,Lillestrøm SK,Daniel Fernandes,33,Goalkeeper,Portugal,50000,No club,No country,0,out,2017
1020,Lillestrøm SK,Tomas Malec,24,Centre-Forward,Slovakia,250000,LASK,Austria,"End of loanJul 31, 2017",out,2017
1021,Lillestrøm SK,Michal Skoda,29,Centre-Forward,Czech Republic,300000,Zbrojovka Brno,Czech Republic,"End of loanJul 20, 2017",out,2017
1022,Sandefjord Fotball,Crescendo van Berkel,25,Centre-Back,Netherlands,0,Telstar,Netherlands,free transfer,in,2017
1023,Sandefjord Fotball,Carlos Grossmüller,34,Central Midfield,Uruguay,0,Danubio FC,Uruguay,loan transfer,in,2017
1024,Sandefjord Fotball,Facundo Rodríguez,21,Centre-Forward,Uruguay,225000,Peñarol,Uruguay,loan transfer,in,2017
1025,Sandefjord Fotball,Herman Solberg Nilsen,19,Right Midfield,Norway,50000,Sandefjord II,Norway,0,in,2017
1026,Sandefjord Fotball,Sabawon Shamohammad,18,Central Midfield,Norway,50000,Sandefjord Fotba,Norway,0,in,2017
1027,Sandefjord Fotball,Ole Breistöl,19,Left Winger,Norway,50000,Sandefjord II,Norway,0,in,2017
1028,Sandefjord Fotball,George Nuah Gibson,17,Centre-Forward,Norway,100000,Sandefjord II,Norway,0,in,2017
1029,Sandefjord Fotball,Varg Stövland,21,defence,Norway,50000,Fram Larvik,Norway,"End of loanJul 24, 2017",in,2017
1030,Sandefjord Fotball,Elliot Kebbie,22,Right Midfield,England,0,Billericay,England,free transfer,out,2017
1031,Sandefjord Fotball,Kevin Jablinski,21,Centre-Back,Norway,50000,Raufoss,Norway,Loan fee:10000,out,2017
1032,Sandefjord Fotball,Markus Naglestad,26,Centre-Forward,Norway,0,HamKam,Norway,0,out,2017
1033,Sandefjord Fotball,Péter Kovács,39,Centre-Forward,Hungary,0,Arendal Fotball,Norway,0,out,2017
1034,Sandefjord Fotball,Varg Stövland,21,defence,Norway,50000,Halsen IF,Norway,loan transfer,out,2017
1035,Sandefjord Fotball,Crescendo van Berkel,26,Centre-Back,Netherlands,0,No club,No country,0,out,2017
1036,FK Bodø/Glimt,Amor Layouni,24,Left Winger,Tunisia,600000,Elverum,Norway,0,in,2017
1037,FK Bodø/Glimt,Kristian Opseth,27,Centre-Forward,Norway,300000,Sogndal IL,Norway,0,in,2017
1038,FK Bodø/Glimt,Oliver Sigurjónsson,22,Defensive Midfield,Iceland,100000,Breidablik,Iceland,0,in,2017
1039,FK Bodø/Glimt,Erlend Dahl Reitan,19,Right-Back,Norway,400000,Rosenborg,Norway,loan transfer,in,2017
1040,FK Bodø/Glimt,Hakon Evjen,17,Right Winger,Norway,3000000,Bodø/Glimt Y.,Norway,0,in,2017
1041,FK Bodø/Glimt,Adrian Skindlo,19,attack,Norway,50000,Glimt II,Norway,0,in,2017
1042,FK Bodø/Glimt,Andreas van der Spa,19,Defensive Midfield,Norway,200000,Glimt II,Norway,0,in,2017
1043,FK Bodø/Glimt,Casper Öyvann,18,Centre-Back,Norway,100000,Glimt II,Norway,0,in,2017
1044,FK Bodø/Glimt,Mathias Normann,21,Defensive Midfield,Norway,13000000,Brighton,England,1400000,out,2017
1045,FK Bodø/Glimt,Morten Konradsen,21,Central Midfield,Norway,400000,Rosenborg,Norway,50000,out,2017
1046,FK Bodø/Glimt,Joachim Osvold,22,Centre-Forward,Norway,50000,Levanger FK,Norway,free transfer,out,2017
1047,FK Bodø/Glimt,Nemanja Mladenovic,24,Right Winger,Serbia,200000,FK Zemun,Serbia,free transfer,out,2017
1048,FK Bodø/Glimt,Vebjörn Vinje,22,Centre-Back,Norway,50000,Byasen,Norway,free transfer,out,2017
1049,FK Bodø/Glimt,Kristian Opseth,27,Centre-Forward,Norway,300000,Sogndal IL,Norway,"End of loanJul 19, 2017",out,2017
1050,FK Bodø/Glimt,Kachi,20,Centre-Forward,Nigeria,100000,Sarpsborg 08,Norway,"End of loanJul 19, 2017",out,2017
1051,IK Start,Kristján Flóki Finnbogason,22,Centre-Forward,Iceland,150000,Hafnarfjördur,Iceland,320000,in,2017
1052,IK Start,Adnan Hadzic,18,Central Midfield,Norway,200000,FK Ørn Horten,Norway,60000,in,2017
1053,IK Start,Conor O'Brien,28,Defensive Midfield,United States,0,AC Horsens,Denmark,free transfer,in,2017
1054,IK Start,Arian Gundersen,16,Left-Back,Norway,50000,Mandalskamerat.,Norway,0,in,2017
1055,IK Start,Damion Lowe,24,Centre-Back,Jamaica,350000,TB Rowdies,United States,0,in,2017
1056,IK Start,Steffen Skalevik,24,Centre-Forward,Norway,200000,Brann,Norway,loan transfer,in,2017
1057,IK Start,Arian Gundersen,16,Left-Back,Norway,50000,Mandalskamerat.,Norway,loan transfer,out,2017
1058,IK Start,Dany N'Guessan,29,Centre-Forward,France,0,No club,No country,0,out,2017
1059,Ranheim IL,Andreas Söfteland,20,Right-Back,Norway,50000,Sverresborg,Norway,0,in,2017
1060,Ranheim IL,Preben Öien,21,Goalkeeper,Norway,50000,Nardo FK,Norway,"End of loanOct 30, 2017",in,2017
1061,Ranheim IL,Torgil Gjertsen,25,Right Winger,Norway,300000,Kristiansund,Norway,0,out,2017
1062,Rosenborg BK,Issam Jebali,26,Second Striker,Tunisia,600000,Elfsborg,Sweden,1100000,in,2018
1063,Rosenborg BK,Djordje Denic,22,Central Midfield,Serbia,700000,Rad,Serbia,500000,in,2018
1064,Rosenborg BK,Torbjörn Heggem,19,Centre-Back,Norway,200000,Rosenborg II,Norway,0,in,2018
1065,Rosenborg BK,Emil Konradsen Ceide,17,Left Winger,Norway,400000,Rosenborg BK Yo,Norway,0,in,2018
1066,Rosenborg BK,Robin Björkas Skrogstad,16,Left Winger,Norway,50000,Rosenborg BK Yo,Norway,0,in,2018
1067,Rosenborg BK,Mikael Törset Johnsen,18,Attacking Midfield,Norway,50000,Rosenborg II,Norway,0,in,2018
1068,Rosenborg BK,Alex Gersbach,21,Left-Back,Australia,200000,Lens,France,"End of loanJun 30, 2018",in,2018
1069,Rosenborg BK,Igoh Ogbu,18,Centre-Back,Nigeria,500000,Levanger FK,Norway,"End of loanJul 19, 2018",in,2018
1070,Rosenborg BK,Jacob Rasmussen,21,Centre-Back,Denmark,3000000,Empoli,Italy,1000000,out,2018
1071,Rosenborg BK,Magnus Stamneströ,26,Central Midfield,Norway,0,Ranheim IL,Norway,40000,out,2018
1072,Rosenborg BK,Morten Konradsen,22,Central Midfield,Norway,400000,Bodø/Glimt,Norway,0,out,2018
1073,Rosenborg BK,Malte Amundsen,20,Left-Back,Denmark,1200000,E. Braunschweig,Germany,loan transfer,out,2018
1074,Rosenborg BK,Rafik Zekhnini,20,Left Winger,Norway,600000,Fiorentina,Italy,"End of loanJun 30, 2018",out,2018
1075,Molde FK,Magnus Wolff Eikrem,27,Attacking Midfield,Norway,1100000,Sounders FC	,United States,free transfer,in,2018
1076,Molde FK,Álex Craninx,22,Goalkeeper,Belgium,200000,FC Cartagena,Spain,free transfer,in,2018
1077,Molde FK,Oliver Petersen,16,Goalkeeper,Norway,50000,Follo FK,Norway,0,in,2018
1078,Molde FK,Pawel Cibicki,24,Left Winger,Sweden,200000,Leeds,England,loan transfer,in,2018
1079,Molde FK,Sonni Nattestad,23,Centre-Back,Faroe Islands,150000,Aalesund,Norway,"End of loanJul 19, 2018",in,2018
1080,Molde FK,Leo Östigard,18,Centre-Back,Norway,3000000,Viking FK,Norway,"End of loanAug 7, 2018",in,2018
1081,Molde FK,Isak Ssewankambo,22,Defensive Midfield,Sweden,500000,Malmö FF,Sweden,"End of loanJul 19, 2018",in,2018
1082,Molde FK,Leo Östigard,18,Centre-Back,Norway,3000000,Brighton,England,110000,out,2018
1083,Molde FK,Eman Markovic,19,Left Winger,Norway,400000,Zrinjski Mostar,Bosnia-Herzegovina,free transfer,out,2018
1084,Molde FK,Ibrahima Wadji,23,Centre-Forward,Senegal,500000,Haugesund,Norway,loan transfer,out,2018
1085,Molde FK,Tobias Hammer Svendsen,18,Left Winger,Norway,300000,Haugesund,Norway,loan transfer,out,2018
1086,Molde FK,Fredrik Brustad,29,Right Winger,Norway,200000,Hamilton Acad.,Scotland,loan transfer,out,2018
1087,Molde FK,Sonni Nattestad,24,Centre-Back,Faroe Islands,150000,AC Horsens,Denmark,loan transfer,out,2018
1088,Molde FK,Martin Ove Roseth,20,Centre-Back,Norway,200000,Sogndal IL,Norway,loan transfer,out,2018
1089,Molde FK,Mathias Normann,22,Defensive Midfield,Norway,13000000,Brighton,England,"End of loanJun 30, 2018",out,2018
1090,SK Brann,Daouda Bamba,23,Centre-Forward,Cote d'Ivoire,600000,Kristiansund,Norway,850000,in,2018
1091,SK Brann,Christian Eggen Rismark,27,Centre-Back,Norway,250000,Ranheim IL,Norway,300000,in,2018
1092,SK Brann,Ruben Jenssen,30,Central Midfield,Norway,300000,FC Groningen,Netherlands,free transfer,in,2018
1093,SK Brann,Thomas Grögaard,24,Left-Back,Norway,300000,Odds BK,Norway,0,in,2018
1094,SK Brann,Halldor Stenevik,18,Left Midfield,Norway,300000,Nest-Sotra IL,Norway,"End of loanJul 19, 2018",in,2018
1095,SK Brann,Sivert Heltne Nilsen,26,Defensive Midfield,Norway,900000,AC Horsens,Denmark,400000,out,2018
1096,SK Brann,Jonas Grönner,24,Centre-Back,Norway,200000,Aalesund,Norway,0,out,2018
1097,FK Haugesund,Stian Ringstad,27,Left-Back,Norway,100000,Strømsgodset,Norway,0,in,2018
1098,FK Haugesund,Ibrahima Wadji,23,Centre-Forward,Senegal,500000,Molde,Norway,loan transfer,in,2018
1099,FK Haugesund,Tobias Hammer Svendsen,18,Left Winger,Norway,300000,Molde,Norway,loan transfer,in,2018
1100,FK Haugesund,Andreas Endresen,16,attack,Norway,50000,FK Haugesund II,Norway,0,in,2018
1101,FK Haugesund,Izuchukwu Anthony,20,Centre-Back,Nigeria,400000,FK Jerv,Norway,"End of loanJul 31, 2018",in,2018
1102,FK Haugesund,Aleksandar Kovacevic,26,Defensive Midfield,Serbia,300000,AO Xanthi,Greece,free transfer,out,2018
1103,FK Haugesund,Kristoffer Gunnarshaug,19,midfield,Norway,100000,Lysekloster IL,Norway,0,out,2018
1104,FK Haugesund,Vegard Skjerve,30,Centre-Back,Norway,0,No club,No country,0,out,2018
1105,FK Haugesund,Anthony Ikedi,20,Central Midfield,Nigeria,100000,Nest-Sotra IL,Norway,loan transfer,out,2018
1106,Kristiansund BK,Christophe Psyché,30,Centre-Back,France,250000,Banik Ostrava,Czech Republic,free transfer,in,2018
1107,Kristiansund BK,Simon Alexandersson,25,Centre-Forward,Sweden,75000,Brage,Sweden,0,in,2018
1108,Kristiansund BK,Flamur Kastrati,26,Centre-Forward,Kosovo,200000,Sandefjord,Norway,0,in,2018
1109,Kristiansund BK,Max Williamsen,15,Centre-Back,Norway,50000,Kristiansund II,Norway,0,in,2018
1110,Kristiansund BK,Daouda Bamba,23,Centre-Forward,Cote d'Ivoire,600000,Brann,Norway,850000,out,2018
1111,Kristiansund BK,Benjamin Stokke,27,Centre-Forward,Norway,200000,Randers FC,Denmark,0,out,2018
1112,Kristiansund BK,Nikita Baranov,25,Centre-Back,Estonia,300000,Sogndal IL,Norway,0,out,2018
1113,Kristiansund BK,Joakim Bjerkas,25,Right-Back,Norway,25000,Levanger FK,Norway,loan transfer,out,2018
1114,Vålerenga Fotball,Erik Israelsson,29,Attacking Midfield,Sweden,100000,PEC Zwolle,Netherlands,loan transfer,in,2018
1115,Vålerenga Fotball,Mohammed Abu,26,Defensive Midfield,Ghana,400000,Columbus Crew,United States,loan transfer,in,2018
1116,Vålerenga Fotball,Sakarias Opsahl,19,Central Midfield,Norway,300000,Vålerenga II,Norway,0,in,2018
1117,Vålerenga Fotball,Sander Haugaard Werni,19,attack,Norway,100000,Vålerenga II,Norway,0,in,2018
1118,Vålerenga Fotball,Osame Sahraoui,17,Left Winger,Norway,600000,Vålerenga II,Norway,0,in,2018
1119,Vålerenga Fotball,Aron Dönnum,20,Right Winger,Norway,1500000,HamKam,Norway,"End of loanJul 22, 2018",in,2018
1120,Vålerenga Fotball,Felix Horn Myhre,20,Central Midfield,Norway,200000,Bodø/Glimt,Norway,"End of loanMay 7, 2019",in,2018
1121,Vålerenga Fotball,Simen Jukleröd,24,Left-Back,Norway,2500000,Royal Antwerp,Belgium,0,out,2018
1122,Vålerenga Fotball,Marcus Sandberg,27,Goalkeeper,Sweden,400000,Stabæk Fotball,Norway,0,out,2018
1123,Vålerenga Fotball,Christian Dahle Borchgrevink,19,Right-Back,Norway,600000,HamKam,Norway,loan transfer,out,2018
1124,Vålerenga Fotball,Fitim Azemi,26,Centre-Forward,Norway,200000,Sandefjord,Norway,loan transfer,out,2018
1125,Vålerenga Fotball,João Meira,31,Centre-Back,Portugal,75000,No club,No country,0,out,2018
1126,Vålerenga Fotball,Ernest Agyiri,20,Left Winger,Ghana,350000,Man City U23,England,"End of loanAug 13, 2018",out,2018
1127,Ranheim IL,Magnus Stamneströ,26,Central Midfield,Norway,0,Rosenborg,Norway,40000,in,2018
1128,Ranheim IL,Christian Eggen Rismark,27,Centre-Back,Norway,250000,Brann,Norway,300000,out,2018
1129,Ranheim IL,Simen Raaen Sandmael,28,Central Midfield,Norway,50000,Levanger FK,Norway,0,out,2018
1130,Ranheim IL,Glenn Walker,20,Left-Back,Norway,0,Stjördals B.,Norway,loan transfer,out,2018
1131,Sarpsborg 08 FF,Aleksandr Vasyutin,23,Goalkeeper,Russia,700000,Zenit 2 S-Pb,Russia,free transfer,in,2018
1132,Sarpsborg 08 FF,Sulayman Bojang,20,Right-Back,The Gambia,100000,Skeid,Norway,0,in,2018
1133,Sarpsborg 08 FF,Jörgen Horn,31,Centre-Back,Norway,100000,Elfsborg,Sweden,0,in,2018
1134,Sarpsborg 08 FF,Sander Thulin,19,Goalkeeper,Norway,50000,Sarpsborg 08 II,Norway,0,in,2018
1135,Sarpsborg 08 FF,Jörgen Strand Larsen,18,Centre-Forward,Norway,3500000,Milan U19,Italy,"End of loanJun 30, 2018",in,2018
1136,Sarpsborg 08 FF,Orri Sigurdur Ómarsson,23,Centre-Back,Iceland,75000,HamKam,Norway,"End of loanJul 19, 2018",in,2018
1137,Sarpsborg 08 FF,Anders Kristiansen,28,Goalkeeper,Norway,300000,Union SG,Belgium,0,out,2018
1138,Sarpsborg 08 FF,Anders Östli,35,Centre-Back,Norway,0,Moss FK,Norway,0,out,2018
1139,Sarpsborg 08 FF,Ronnie Schwartz,29,Centre-Forward,Denmark,400000,Silkeborg IF,Denmark,0,out,2018
1140,Sarpsborg 08 FF,Alexander Ruud Tveter,27,Centre-Forward,Norway,100000,Strømmen IF,Norway,loan transfer,out,2018
1141,Sarpsborg 08 FF,Nikola Tkalcic,28,Right-Back,Croatia,250000,Aalesund,Norway,loan transfer,out,2018
1142,Odds BK,Andreas Nordvik,31,Centre-Back,Norway,0,FC Fredericia,Denmark,free transfer,in,2018
1143,Odds BK,Andre Södlund,21,Right Midfield,Norway,100000,Sandefjord,Norway,0,in,2018
1144,Odds BK,Filip Möller Delaveris,17,Left Winger,Norway,300000,Odds BK II,Norway,0,in,2018
1145,Odds BK,John Kitolano,18,Left-Back,Norway,300000,Wolves U23,England,0,out,2018
1146,Odds BK,Thomas Grögaard,24,Left-Back,Norway,300000,Brann,Norway,0,out,2018
1147,Odds BK,Sander Svendsen,21,Centre-Forward,Norway,800000,Hammarby,Sweden,"End of loanJul 15, 2019",out,2018
1148,Tromsø IL,Onni Valakari,18,Attacking Midfield,Finland,1000000,TPS,Finland,0,in,2018
1149,Tromsø IL,Mikael Ingebrigtsen,22,Right Winger,Norway,300000,IFK Göteborg,Sweden,0,in,2018
1150,Tromsø IL,Robert Taylor,23,Left Winger,Finland,600000,AIK,Sweden,0,in,2018
1151,Tromsø IL,August Mikkelsen,17,Centre-Forward,Norway,300000,Tromsö IL II,Norway,0,in,2018
1152,Tromsø IL,Henrik Johnsgard,19,Attacking Midfield,Norway,0,Tromsö IL II,Norway,0,in,2018
1153,Tromsø IL,Henrik Johnsgard,19,Attacking Midfield,Norway,0,Tromsdalen,Norway,loan transfer,out,2018
